id_municipio;SUM de populacao_residente;;;;;;;;;;;;;;;;;;;;;;;;
2513901;32228;;;;;;;;;;;;;;;;;;;;;;;;
2513927;4326;;;;;;;;;;;;;;;;;;;;;;;;
2513943;2585;;;;;;;;;;;;;;;;;;;;;;;;
2513968;2594;;;;;;;;;;;;;;;;;;;;;;;;
2513984;3135;;;;;;;;;;;;;;;;;;;;;;;;
2514008;4225;;;;;;;;;;;;;;;;;;;;;;;;
2514107;4261;;;;;;;;;;;;;;;;;;;;;;;;
2514206;7119;;;;;;;;;;;;;;;;;;;;;;;;
2514305;5030;;;;;;;;;;;;;;;;;;;;;;;;
2514404;4081;;;;;;;;;;;;;;;;;;;;;;;;
2514453;5886;;;;;;;;;;;;;;;;;;;;;;;;
2514503;19052;;;;;;;;;;;;;;;;;;;;;;;;
2514552;3416;;;;;;;;;;;;;;;;;;;;;;;;
2514602;3241;;;;;;;;;;;;;;;;;;;;;;;;
2514651;1699;;;;;;;;;;;;;;;;;;;;;;;;
2514701;4138;;;;;;;;;;;;;;;;;;;;;;;;
2514800;3408;;;;;;;;;;;;;;;;;;;;;;;;
2514909;7466;;;;;;;;;;;;;;;;;;;;;;;;
2515005;7055;;;;;;;;;;;;;;;;;;;;;;;;
2515104;11037;;;;;;;;;;;;;;;;;;;;;;;;
2515203;3279;;;;;;;;;;;;;;;;;;;;;;;;
2515302;51290;;;;;;;;;;;;;;;;;;;;;;;;
2515401;10286;;;;;;;;;;;;;;;;;;;;;;;;
2515500;13611;;;;;;;;;;;;;;;;;;;;;;;;
2515609;3093;;;;;;;;;;;;;;;;;;;;;;;;
2515708;2938;;;;;;;;;;;;;;;;;;;;;;;;
2515807;6825;;;;;;;;;;;;;;;;;;;;;;;;
2515906;4880;;;;;;;;;;;;;;;;;;;;;;;;
2515930;5043;;;;;;;;;;;;;;;;;;;;;;;;
2515971;8234;;;;;;;;;;;;;;;;;;;;;;;;
2516003;26765;;;;;;;;;;;;;;;;;;;;;;;;
2516102;13962;;;;;;;;;;;;;;;;;;;;;;;;
2516151;3342;;;;;;;;;;;;;;;;;;;;;;;;
2516201;67228;;;;;;;;;;;;;;;;;;;;;;;;
2516300;17156;;;;;;;;;;;;;;;;;;;;;;;;
2516409;8007;;;;;;;;;;;;;;;;;;;;;;;;
2516508;14062;;;;;;;;;;;;;;;;;;;;;;;;
2516607;14100;;;;;;;;;;;;;;;;;;;;;;;;
2516706;14628;;;;;;;;;;;;;;;;;;;;;;;;
2516755;2966;;;;;;;;;;;;;;;;;;;;;;;;
2516805;9888;;;;;;;;;;;;;;;;;;;;;;;;
2516904;14919;;;;;;;;;;;;;;;;;;;;;;;;
2517001;9120;;;;;;;;;;;;;;;;;;;;;;;;
2517100;2667;;;;;;;;;;;;;;;;;;;;;;;;
2517209;4858;;;;;;;;;;;;;;;;;;;;;;;;
2517407;2226;;;;;;;;;;;;;;;;;;;;;;;;
2600054;98450;;;;;;;;;;;;;;;;;;;;;;;;
2600104;40233;;;;;;;;;;;;;;;;;;;;;;;;
2600203;18666;;;;;;;;;;;;;;;;;;;;;;;;
2600302;23774;;;;;;;;;;;;;;;;;;;;;;;;
2600401;26458;;;;;;;;;;;;;;;;;;;;;;;;
2600500;41525;;;;;;;;;;;;;;;;;;;;;;;;
2600609;13538;;;;;;;;;;;;;;;;;;;;;;;;
2600708;35733;;;;;;;;;;;;;;;;;;;;;;;;
2600807;20669;;;;;;;;;;;;;;;;;;;;;;;;
2600906;18197;;;;;;;;;;;;;;;;;;;;;;;;
2601003;10241;;;;;;;;;;;;;;;;;;;;;;;;
2601052;19237;;;;;;;;;;;;;;;;;;;;;;;;
2601102;85068;;;;;;;;;;;;;;;;;;;;;;;;
2601201;77722;;;;;;;;;;;;;;;;;;;;;;;;
2601300;12252;;;;;;;;;;;;;;;;;;;;;;;;
2601409;40112;;;;;;;;;;;;;;;;;;;;;;;;
2601508;10366;;;;;;;;;;;;;;;;;;;;;;;;
2601607;18297;;;;;;;;;;;;;;;;;;;;;;;;
2601706;79499;;;;;;;;;;;;;;;;;;;;;;;;
2601805;11229;;;;;;;;;;;;;;;;;;;;;;;;
2601904;61678;;;;;;;;;;;;;;;;;;;;;;;;
2602001;34470;;;;;;;;;;;;;;;;;;;;;;;;
2602100;44277;;;;;;;;;;;;;;;;;;;;;;;;
2602209;37621;;;;;;;;;;;;;;;;;;;;;;;;
2602308;37465;;;;;;;;;;;;;;;;;;;;;;;;
2602407;9077;;;;;;;;;;;;;;;;;;;;;;;;
2602506;7718;;;;;;;;;;;;;;;;;;;;;;;;
2602605;48636;;;;;;;;;;;;;;;;;;;;;;;;
2602704;12805;;;;;;;;;;;;;;;;;;;;;;;;
2602803;52090;;;;;;;;;;;;;;;;;;;;;;;;
2602902;203408;;;;;;;;;;;;;;;;;;;;;;;;
2603009;30284;;;;;;;;;;;;;;;;;;;;;;;;
2603108;19894;;;;;;;;;;;;;;;;;;;;;;;;
2603207;28822;;;;;;;;;;;;;;;;;;;;;;;;
2603306;11092;;;;;;;;;;;;;;;;;;;;;;;;
2603405;5227;;;;;;;;;;;;;;;;;;;;;;;;
2603454;147743;;;;;;;;;;;;;;;;;;;;;;;;
2603504;17413;;;;;;;;;;;;;;;;;;;;;;;;
2603603;7748;;;;;;;;;;;;;;;;;;;;;;;;
2603702;24320;;;;;;;;;;;;;;;;;;;;;;;;
2603801;18336;;;;;;;;;;;;;;;;;;;;;;;;
2603900;18637;;;;;;;;;;;;;;;;;;;;;;;;
2603926;12232;;;;;;;;;;;;;;;;;;;;;;;;
2604007;79270;;;;;;;;;;;;;;;;;;;;;;;;
2604106;377990;;;;;;;;;;;;;;;;;;;;;;;;
2604155;12957;;;;;;;;;;;;;;;;;;;;;;;;
2604205;32148;;;;;;;;;;;;;;;;;;;;;;;;
2604304;10514;;;;;;;;;;;;;;;;;;;;;;;;
2604403;12984;;;;;;;;;;;;;;;;;;;;;;;;
2604502;20541;;;;;;;;;;;;;;;;;;;;;;;;
2604601;24580;;;;;;;;;;;;;;;;;;;;;;;;
2604700;17122;;;;;;;;;;;;;;;;;;;;;;;;
2604809;10191;;;;;;;;;;;;;;;;;;;;;;;;
2604908;15913;;;;;;;;;;;;;;;;;;;;;;;;
2605004;23507;;;;;;;;;;;;;;;;;;;;;;;;
2605103;37683;;;;;;;;;;;;;;;;;;;;;;;;
2605152;17179;;;;;;;;;;;;;;;;;;;;;;;;
2605202;59867;;;;;;;;;;;;;;;;;;;;;;;;
2605301;31827;;;;;;;;;;;;;;;;;;;;;;;;
2605400;21422;;;;;;;;;;;;;;;;;;;;;;;;
2605459;3167;;;;;;;;;;;;;;;;;;;;;;;;
2605509;15021;;;;;;;;;;;;;;;;;;;;;;;;
2605608;20340;;;;;;;;;;;;;;;;;;;;;;;;
2605707;30130;;;;;;;;;;;;;;;;;;;;;;;;
2605806;13621;;;;;;;;;;;;;;;;;;;;;;;;
2605905;18212;;;;;;;;;;;;;;;;;;;;;;;;
2606002;142470;;;;;;;;;;;;;;;;;;;;;;;;
2606101;29339;;;;;;;;;;;;;;;;;;;;;;;;
2606200;81037;;;;;;;;;;;;;;;;;;;;;;;;
2606309;6966;;;;;;;;;;;;;;;;;;;;;;;;
2606408;86485;;;;;;;;;;;;;;;;;;;;;;;;
2606507;17157;;;;;;;;;;;;;;;;;;;;;;;;
2606606;26579;;;;;;;;;;;;;;;;;;;;;;;;
2606705;7138;;;;;;;;;;;;;;;;;;;;;;;;
2606804;115171;;;;;;;;;;;;;;;;;;;;;;;;
2606903;11078;;;;;;;;;;;;;;;;;;;;;;;;
2607000;25596;;;;;;;;;;;;;;;;;;;;;;;;
2607109;4763;;;;;;;;;;;;;;;;;;;;;;;;
2607208;98921;;;;;;;;;;;;;;;;;;;;;;;;
2607307;29001;;;;;;;;;;;;;;;;;;;;;;;;
2607406;4280;;;;;;;;;;;;;;;;;;;;;;;;
2607505;32636;;;;;;;;;;;;;;;;;;;;;;;;
2607604;24537;;;;;;;;;;;;;;;;;;;;;;;;
2607653;34931;;;;;;;;;;;;;;;;;;;;;;;;
2607703;13787;;;;;;;;;;;;;;;;;;;;;;;;
2607752;27737;;;;;;;;;;;;;;;;;;;;;;;;
2607802;16550;;;;;;;;;;;;;;;;;;;;;;;;
2607901;643947;;;;;;;;;;;;;;;;;;;;;;;;
2607950;10247;;;;;;;;;;;;;;;;;;;;;;;;
2608008;15835;;;;;;;;;;;;;;;;;;;;;;;;
2608057;14017;;;;;;;;;;;;;;;;;;;;;;;;
2608107;27720;;;;;;;;;;;;;;;;;;;;;;;;
2608206;13265;;;;;;;;;;;;;;;;;;;;;;;;
2608255;11516;;;;;;;;;;;;;;;;;;;;;;;;
2608305;15325;;;;;;;;;;;;;;;;;;;;;;;;
2608404;13645;;;;;;;;;;;;;;;;;;;;;;;;
2608453;17978;;;;;;;;;;;;;;;;;;;;;;;;
2608503;18998;;;;;;;;;;;;;;;;;;;;;;;;
2608602;11928;;;;;;;;;;;;;;;;;;;;;;;;
2608701;14069;;;;;;;;;;;;;;;;;;;;;;;;
2608750;24085;;;;;;;;;;;;;;;;;;;;;;;;
2608800;39578;;;;;;;;;;;;;;;;;;;;;;;;
2608909;56499;;;;;;;;;;;;;;;;;;;;;;;;
2609006;23858;;;;;;;;;;;;;;;;;;;;;;;;
2609105;11331;;;;;;;;;;;;;;;;;;;;;;;;
2609154;23756;;;;;;;;;;;;;;;;;;;;;;;;
2609204;9356;;;;;;;;;;;;;;;;;;;;;;;;
2609303;14164;;;;;;;;;;;;;;;;;;;;;;;;
2609402;55277;;;;;;;;;;;;;;;;;;;;;;;;
2609501;30642;;;;;;;;;;;;;;;;;;;;;;;;
2609600;349908;;;;;;;;;;;;;;;;;;;;;;;;
2609709;21795;;;;;;;;;;;;;;;;;;;;;;;;
2609808;13607;;;;;;;;;;;;;;;;;;;;;;;;
2609907;65233;;;;;;;;;;;;;;;;;;;;;;;;
2610004;54573;;;;;;;;;;;;;;;;;;;;;;;;
2610103;7029;;;;;;;;;;;;;;;;;;;;;;;;
2610202;22984;;;;;;;;;;;;;;;;;;;;;;;;
2610301;12195;;;;;;;;;;;;;;;;;;;;;;;;
2610400;18602;;;;;;;;;;;;;;;;;;;;;;;;
2610509;28330;;;;;;;;;;;;;;;;;;;;;;;;
2610608;56662;;;;;;;;;;;;;;;;;;;;;;;;
2610707;342119;;;;;;;;;;;;;;;;;;;;;;;;
2610806;22789;;;;;;;;;;;;;;;;;;;;;;;;
2610905;62706;;;;;;;;;;;;;;;;;;;;;;;;
2611002;34147;;;;;;;;;;;;;;;;;;;;;;;;
2611101;386737;;;;;;;;;;;;;;;;;;;;;;;;
2611200;10498;;;;;;;;;;;;;;;;;;;;;;;;
2611309;27544;;;;;;;;;;;;;;;;;;;;;;;;
2611408;13836;;;;;;;;;;;;;;;;;;;;;;;;
2611507;17922;;;;;;;;;;;;;;;;;;;;;;;;
2611533;6553;;;;;;;;;;;;;;;;;;;;;;;;
2611606;1488582;;;;;;;;;;;;;;;;;;;;;;;;
2611705;20627;;;;;;;;;;;;;;;;;;;;;;;;
2611804;33496;;;;;;;;;;;;;;;;;;;;;;;;
2611903;20004;;;;;;;;;;;;;;;;;;;;;;;;
2612000;10882;;;;;;;;;;;;;;;;;;;;;;;;
2612109;5727;;;;;;;;;;;;;;;;;;;;;;;;
2612208;62349;;;;;;;;;;;;;;;;;;;;;;;;
2612307;13828;;;;;;;;;;;;;;;;;;;;;;;;
2612406;18621;;;;;;;;;;;;;;;;;;;;;;;;
2612455;13832;;;;;;;;;;;;;;;;;;;;;;;;
2612471;11563;;;;;;;;;;;;;;;;;;;;;;;;
2612505;98233;;;;;;;;;;;;;;;;;;;;;;;;
2612554;12103;;;;;;;;;;;;;;;;;;;;;;;;
2612604;40570;;;;;;;;;;;;;;;;;;;;;;;;
2612703;14003;;;;;;;;;;;;;;;;;;;;;;;;
2612802;10239;;;;;;;;;;;;;;;;;;;;;;;;
2612901;13107;;;;;;;;;;;;;;;;;;;;;;;;
2613008;49444;;;;;;;;;;;;;;;;;;;;;;;;
2613107;37120;;;;;;;;;;;;;;;;;;;;;;;;
2613206;23832;;;;;;;;;;;;;;;;;;;;;;;;
2613305;20031;;;;;;;;;;;;;;;;;;;;;;;;
2613404;18820;;;;;;;;;;;;;;;;;;;;;;;;
2613503;34831;;;;;;;;;;;;;;;;;;;;;;;;
2613602;30989;;;;;;;;;;;;;;;;;;;;;;;;
2613701;111233;;;;;;;;;;;;;;;;;;;;;;;;
2613800;16666;;;;;;;;;;;;;;;;;;;;;;;;
2613909;92203;;;;;;;;;;;;;;;;;;;;;;;;
2614006;18194;;;;;;;;;;;;;;;;;;;;;;;;
2614105;32799;;;;;;;;;;;;;;;;;;;;;;;;
2614204;37594;;;;;;;;;;;;;;;;;;;;;;;;
2614303;10532;;;;;;;;;;;;;;;;;;;;;;;;
2614402;5209;;;;;;;;;;;;;;;;;;;;;;;;
2614501;64098;;;;;;;;;;;;;;;;;;;;;;;;
2614600;27674;;;;;;;;;;;;;;;;;;;;;;;;
2614709;13735;;;;;;;;;;;;;;;;;;;;;;;;
2614808;23900;;;;;;;;;;;;;;;;;;;;;;;;
2614857;23560;;;;;;;;;;;;;;;;;;;;;;;;
2615003;24731;;;;;;;;;;;;;;;;;;;;;;;;
2615102;6513;;;;;;;;;;;;;;;;;;;;;;;;
2615201;8916;;;;;;;;;;;;;;;;;;;;;;;;
2615300;46136;;;;;;;;;;;;;;;;;;;;;;;;
2615409;41133;;;;;;;;;;;;;;;;;;;;;;;;
2615508;13865;;;;;;;;;;;;;;;;;;;;;;;;
2615607;30317;;;;;;;;;;;;;;;;;;;;;;;;
2615706;14697;;;;;;;;;;;;;;;;;;;;;;;;
2615805;26931;;;;;;;;;;;;;;;;;;;;;;;;
2615904;8003;;;;;;;;;;;;;;;;;;;;;;;;
2616001;17245;;;;;;;;;;;;;;;;;;;;;;;;
2616100;9165;;;;;;;;;;;;;;;;;;;;;;;;
2616183;7551;;;;;;;;;;;;;;;;;;;;;;;;
2616209;21948;;;;;;;;;;;;;;;;;;;;;;;;
2616308;26357;;;;;;;;;;;;;;;;;;;;;;;;
2616407;134036;;;;;;;;;;;;;;;;;;;;;;;;
2616506;11607;;;;;;;;;;;;;;;;;;;;;;;;
2700102;19000;;;;;;;;;;;;;;;;;;;;;;;;
2700201;13960;;;;;;;;;;;;;;;;;;;;;;;;
2700300;234675;;;;;;;;;;;;;;;;;;;;;;;;
2700409;37500;;;;;;;;;;;;;;;;;;;;;;;;
2700508;16359;;;;;;;;;;;;;;;;;;;;;;;;
2700607;7942;;;;;;;;;;;;;;;;;;;;;;;;
2700706;16445;;;;;;;;;;;;;;;;;;;;;;;;
2700805;4722;;;;;;;;;;;;;;;;;;;;;;;;
2700904;5935;;;;;;;;;;;;;;;;;;;;;;;;
2701001;21180;;;;;;;;;;;;;;;;;;;;;;;;
2701100;9601;;;;;;;;;;;;;;;;;;;;;;;;
2701209;10479;;;;;;;;;;;;;;;;;;;;;;;;
2701308;16020;;;;;;;;;;;;;;;;;;;;;;;;
2701357;6662;;;;;;;;;;;;;;;;;;;;;;;;
2701407;32097;;;;;;;;;;;;;;;;;;;;;;;;
2701506;8138;;;;;;;;;;;;;;;;;;;;;;;;
2701605;15554;;;;;;;;;;;;;;;;;;;;;;;;
2701704;15027;;;;;;;;;;;;;;;;;;;;;;;;
2701803;8994;;;;;;;;;;;;;;;;;;;;;;;;
2701902;5908;;;;;;;;;;;;;;;;;;;;;;;;
2702009;10808;;;;;;;;;;;;;;;;;;;;;;;;
2702108;15808;;;;;;;;;;;;;;;;;;;;;;;;
2702207;5580;;;;;;;;;;;;;;;;;;;;;;;;
2702306;50408;;;;;;;;;;;;;;;;;;;;;;;;
2702355;25392;;;;;;;;;;;;;;;;;;;;;;;;
2702405;51305;;;;;;;;;;;;;;;;;;;;;;;;
2702504;9795;;;;;;;;;;;;;;;;;;;;;;;;
2702553;15425;;;;;;;;;;;;;;;;;;;;;;;;
2702603;22706;;;;;;;;;;;;;;;;;;;;;;;;
2702702;3960;;;;;;;;;;;;;;;;;;;;;;;;
2702801;9612;;;;;;;;;;;;;;;;;;;;;;;;
2702900;36091;;;;;;;;;;;;;;;;;;;;;;;;
2703007;13724;;;;;;;;;;;;;;;;;;;;;;;;
2703106;23989;;;;;;;;;;;;;;;;;;;;;;;;
2703205;21355;;;;;;;;;;;;;;;;;;;;;;;;
2703304;15165;;;;;;;;;;;;;;;;;;;;;;;;
2703403;5083;;;;;;;;;;;;;;;;;;;;;;;;
2703502;5351;;;;;;;;;;;;;;;;;;;;;;;;
2703601;9215;;;;;;;;;;;;;;;;;;;;;;;;
2703700;4982;;;;;;;;;;;;;;;;;;;;;;;;
2703759;9470;;;;;;;;;;;;;;;;;;;;;;;;
2703809;17120;;;;;;;;;;;;;;;;;;;;;;;;
2703908;4090;;;;;;;;;;;;;;;;;;;;;;;;
2704005;23892;;;;;;;;;;;;;;;;;;;;;;;;
2704104;18453;;;;;;;;;;;;;;;;;;;;;;;;
2704203;24737;;;;;;;;;;;;;;;;;;;;;;;;
2704302;957751;;;;;;;;;;;;;;;;;;;;;;;;
2704401;17696;;;;;;;;;;;;;;;;;;;;;;;;
2704500;32169;;;;;;;;;;;;;;;;;;;;;;;;
2704609;9526;;;;;;;;;;;;;;;;;;;;;;;;
2704708;60358;;;;;;;;;;;;;;;;;;;;;;;;
2704807;13673;;;;;;;;;;;;;;;;;;;;;;;;
2704906;3154;;;;;;;;;;;;;;;;;;;;;;;;
2705002;21838;;;;;;;;;;;;;;;;;;;;;;;;
2705101;23849;;;;;;;;;;;;;;;;;;;;;;;;
2705200;15399;;;;;;;;;;;;;;;;;;;;;;;;
2705309;4843;;;;;;;;;;;;;;;;;;;;;;;;
2705408;7178;;;;;;;;;;;;;;;;;;;;;;;;
2705507;25183;;;;;;;;;;;;;;;;;;;;;;;;
2705606;10017;;;;;;;;;;;;;;;;;;;;;;;;
2705705;20683;;;;;;;;;;;;;;;;;;;;;;;;
2705804;8345;;;;;;;;;;;;;;;;;;;;;;;;
2705903;4327;;;;;;;;;;;;;;;;;;;;;;;;
2706000;10805;;;;;;;;;;;;;;;;;;;;;;;;
2706109;11435;;;;;;;;;;;;;;;;;;;;;;;;
2706208;4323;;;;;;;;;;;;;;;;;;;;;;;;
2706307;71555;;;;;;;;;;;;;;;;;;;;;;;;
2706406;23816;;;;;;;;;;;;;;;;;;;;;;;;
2706422;10572;;;;;;;;;;;;;;;;;;;;;;;;
2706448;13831;;;;;;;;;;;;;;;;;;;;;;;;
2706505;13798;;;;;;;;;;;;;;;;;;;;;;;;
2706604;6570;;;;;;;;;;;;;;;;;;;;;;;;
2706703;58633;;;;;;;;;;;;;;;;;;;;;;;;
2706802;15904;;;;;;;;;;;;;;;;;;;;;;;;
2706901;35361;;;;;;;;;;;;;;;;;;;;;;;;
2707008;2731;;;;;;;;;;;;;;;;;;;;;;;;
2707107;22598;;;;;;;;;;;;;;;;;;;;;;;;
2707206;12512;;;;;;;;;;;;;;;;;;;;;;;;
2707305;24063;;;;;;;;;;;;;;;;;;;;;;;;
2707404;9293;;;;;;;;;;;;;;;;;;;;;;;;
2707503;20076;;;;;;;;;;;;;;;;;;;;;;;;
2707602;11075;;;;;;;;;;;;;;;;;;;;;;;;
2707701;93911;;;;;;;;;;;;;;;;;;;;;;;;
2707800;6471;;;;;;;;;;;;;;;;;;;;;;;;
2707909;6918;;;;;;;;;;;;;;;;;;;;;;;;
2708006;46194;;;;;;;;;;;;;;;;;;;;;;;;
2708105;11322;;;;;;;;;;;;;;;;;;;;;;;;
2708204;6549;;;;;;;;;;;;;;;;;;;;;;;;
2708303;20806;;;;;;;;;;;;;;;;;;;;;;;;
2708402;30594;;;;;;;;;;;;;;;;;;;;;;;;
2708501;30867;;;;;;;;;;;;;;;;;;;;;;;;
2708600;51982;;;;;;;;;;;;;;;;;;;;;;;;
2708709;8481;;;;;;;;;;;;;;;;;;;;;;;;
2708808;31775;;;;;;;;;;;;;;;;;;;;;;;;
2708907;24274;;;;;;;;;;;;;;;;;;;;;;;;
2708956;12299;;;;;;;;;;;;;;;;;;;;;;;;
2709004;5793;;;;;;;;;;;;;;;;;;;;;;;;
2709103;19031;;;;;;;;;;;;;;;;;;;;;;;;
2709152;38047;;;;;;;;;;;;;;;;;;;;;;;;
2709202;23560;;;;;;;;;;;;;;;;;;;;;;;;
2709301;59249;;;;;;;;;;;;;;;;;;;;;;;;
2709400;24086;;;;;;;;;;;;;;;;;;;;;;;;
2800100;2166;;;;;;;;;;;;;;;;;;;;;;;;
2800209;20126;;;;;;;;;;;;;;;;;;;;;;;;
2800308;602633;;;;;;;;;;;;;;;;;;;;;;;;
2800407;10317;;;;;;;;;;;;;;;;;;;;;;;;
2800506;18079;;;;;;;;;;;;;;;;;;;;;;;;
2800605;41506;;;;;;;;;;;;;;;;;;;;;;;;
2800670;24628;;;;;;;;;;;;;;;;;;;;;;;;
2800704;7838;;;;;;;;;;;;;;;;;;;;;;;;
2801009;18143;;;;;;;;;;;;;;;;;;;;;;;;
2801108;3789;;;;;;;;;;;;;;;;;;;;;;;;
2801207;26816;;;;;;;;;;;;;;;;;;;;;;;;
2801306;31635;;;;;;;;;;;;;;;;;;;;;;;;
2801405;19932;;;;;;;;;;;;;;;;;;;;;;;;
2801504;13850;;;;;;;;;;;;;;;;;;;;;;;;
2801603;5391;;;;;;;;;;;;;;;;;;;;;;;;
2801702;17098;;;;;;;;;;;;;;;;;;;;;;;;
2801900;3824;;;;;;;;;;;;;;;;;;;;;;;;
2802007;4339;;;;;;;;;;;;;;;;;;;;;;;;
2802106;65065;;;;;;;;;;;;;;;;;;;;;;;;
2802205;5971;;;;;;;;;;;;;;;;;;;;;;;;
2802304;14524;;;;;;;;;;;;;;;;;;;;;;;;
2802403;11089;;;;;;;;;;;;;;;;;;;;;;;;
2802502;3035;;;;;;;;;;;;;;;;;;;;;;;;
2802601;5830;;;;;;;;;;;;;;;;;;;;;;;;
2802700;8316;;;;;;;;;;;;;;;;;;;;;;;;
2802809;16543;;;;;;;;;;;;;;;;;;;;;;;;
2802908;103429;;;;;;;;;;;;;;;;;;;;;;;;
2803005;40661;;;;;;;;;;;;;;;;;;;;;;;;
2803104;4743;;;;;;;;;;;;;;;;;;;;;;;;
2803203;34404;;;;;;;;;;;;;;;;;;;;;;;;
2803302;16208;;;;;;;;;;;;;;;;;;;;;;;;
2803401;13401;;;;;;;;;;;;;;;;;;;;;;;;
2803500;101558;;;;;;;;;;;;;;;;;;;;;;;;
2803609;23969;;;;;;;;;;;;;;;;;;;;;;;;
2803708;6831;;;;;;;;;;;;;;;;;;;;;;;;
2803807;3579;;;;;;;;;;;;;;;;;;;;;;;;
2803906;11531;;;;;;;;;;;;;;;;;;;;;;;;
2804003;15716;;;;;;;;;;;;;;;;;;;;;;;;
2804102;11043;;;;;;;;;;;;;;;;;;;;;;;;
2804201;14332;;;;;;;;;;;;;;;;;;;;;;;;
2804300;7822;;;;;;;;;;;;;;;;;;;;;;;;
2804409;16423;;;;;;;;;;;;;;;;;;;;;;;;
2804458;9228;;;;;;;;;;;;;;;;;;;;;;;;
2804508;41198;;;;;;;;;;;;;;;;;;;;;;;;
2804607;24993;;;;;;;;;;;;;;;;;;;;;;;;
2804706;6267;;;;;;;;;;;;;;;;;;;;;;;;
2804805;192320;;;;;;;;;;;;;;;;;;;;;;;;
2804904;12496;;;;;;;;;;;;;;;;;;;;;;;;
2805000;2777;;;;;;;;;;;;;;;;;;;;;;;;
2805109;7390;;;;;;;;;;;;;;;;;;;;;;;;
2805208;5677;;;;;;;;;;;;;;;;;;;;;;;;
2805307;7911;;;;;;;;;;;;;;;;;;;;;;;;
2805406;33412;;;;;;;;;;;;;;;;;;;;;;;;
2805505;21789;;;;;;;;;;;;;;;;;;;;;;;;
2805604;26565;;;;;;;;;;;;;;;;;;;;;;;;
2805703;26609;;;;;;;;;;;;;;;;;;;;;;;;
2805802;18307;;;;;;;;;;;;;;;;;;;;;;;;
2805901;8746;;;;;;;;;;;;;;;;;;;;;;;;
2806008;17027;;;;;;;;;;;;;;;;;;;;;;;;
2806107;9293;;;;;;;;;;;;;;;;;;;;;;;;
2806206;20271;;;;;;;;;;;;;;;;;;;;;;;;
2806305;13613;;;;;;;;;;;;;;;;;;;;;;;;
2806404;7343;;;;;;;;;;;;;;;;;;;;;;;;
2806503;3936;;;;;;;;;;;;;;;;;;;;;;;;
2806602;11090;;;;;;;;;;;;;;;;;;;;;;;;
2806701;95597;;;;;;;;;;;;;;;;;;;;;;;;
2806800;10325;;;;;;;;;;;;;;;;;;;;;;;;
2806909;3242;;;;;;;;;;;;;;;;;;;;;;;;
2807006;3434;;;;;;;;;;;;;;;;;;;;;;;;
2807105;42560;;;;;;;;;;;;;;;;;;;;;;;;
2807204;7832;;;;;;;;;;;;;;;;;;;;;;;;
2807303;3273;;;;;;;;;;;;;;;;;;;;;;;;
2807402;50895;;;;;;;;;;;;;;;;;;;;;;;;
2807501;12010;;;;;;;;;;;;;;;;;;;;;;;;
2807600;23914;;;;;;;;;;;;;;;;;;;;;;;;
2900108;7296;;;;;;;;;;;;;;;;;;;;;;;;
2900207;17629;;;;;;;;;;;;;;;;;;;;;;;;
2900306;13781;;;;;;;;;;;;;;;;;;;;;;;;
2900355;14197;;;;;;;;;;;;;;;;;;;;;;;;
2900405;14481;;;;;;;;;;;;;;;;;;;;;;;;
2900504;10596;;;;;;;;;;;;;;;;;;;;;;;;
2900603;4447;;;;;;;;;;;;;;;;;;;;;;;;
2900702;150942;;;;;;;;;;;;;;;;;;;;;;;;
2900801;24521;;;;;;;;;;;;;;;;;;;;;;;;
2900900;5213;;;;;;;;;;;;;;;;;;;;;;;;
2901007;36503;;;;;;;;;;;;;;;;;;;;;;;;
2901106;24132;;;;;;;;;;;;;;;;;;;;;;;;
2901155;15133;;;;;;;;;;;;;;;;;;;;;;;;
2901205;25422;;;;;;;;;;;;;;;;;;;;;;;;
2901304;13069;;;;;;;;;;;;;;;;;;;;;;;;
2901353;14999;;;;;;;;;;;;;;;;;;;;;;;;
2901403;13730;;;;;;;;;;;;;;;;;;;;;;;;
2901502;11019;;;;;;;;;;;;;;;;;;;;;;;;
2901601;14194;;;;;;;;;;;;;;;;;;;;;;;;
2901700;11138;;;;;;;;;;;;;;;;;;;;;;;;
2901809;10860;;;;;;;;;;;;;;;;;;;;;;;;
2901908;15920;;;;;;;;;;;;;;;;;;;;;;;;
2901957;6908;;;;;;;;;;;;;;;;;;;;;;;;
2902005;13930;;;;;;;;;;;;;;;;;;;;;;;;
2902054;11531;;;;;;;;;;;;;;;;;;;;;;;;
2902104;48267;;;;;;;;;;;;;;;;;;;;;;;;
2902203;9821;;;;;;;;;;;;;;;;;;;;;;;;
2902252;10188;;;;;;;;;;;;;;;;;;;;;;;;
2902302;8676;;;;;;;;;;;;;;;;;;;;;;;;
2902401;11175;;;;;;;;;;;;;;;;;;;;;;;;
2902500;13599;;;;;;;;;;;;;;;;;;;;;;;;
2902609;18214;;;;;;;;;;;;;;;;;;;;;;;;
2902658;11957;;;;;;;;;;;;;;;;;;;;;;;;
2902708;51079;;;;;;;;;;;;;;;;;;;;;;;;
2902807;26019;;;;;;;;;;;;;;;;;;;;;;;;
2902906;36532;;;;;;;;;;;;;;;;;;;;;;;;
2903003;13829;;;;;;;;;;;;;;;;;;;;;;;;
2903102;5772;;;;;;;;;;;;;;;;;;;;;;;;
2903201;159707;;;;;;;;;;;;;;;;;;;;;;;;
2903235;13450;;;;;;;;;;;;;;;;;;;;;;;;
2903276;15201;;;;;;;;;;;;;;;;;;;;;;;;
2903300;5830;;;;;;;;;;;;;;;;;;;;;;;;
