codigo,populacao_residente,Óbitos_p/Residênc,Estado,UF,Tipo,taxa_bruta_mortalidade,NM_MUN,taxa_analfabetismo,rede_de_esgoto,tx_n_distribuicao_agua,tx_banheiro,tx_coleta_lixo
241255,10218,63,Rio Grande do Norte,RN,RuralAdjacente,6.165590135055783,SAO MIGUEL DO GOSTOSO,19.13,34.14,16.36,95.26,60.16
241260,16779,141,Rio Grande do Norte,RN,IntermediarioAdjacente,8.403361344537815,SAO PAULO DO POTENGI,18.88,54.98,11.59,98.09,92.39
241270,5775,48,Rio Grande do Norte,RN,RuralAdjacente,8.311688311688311,SAO PEDRO,20.72,5.87,20.94,97.77,75.48
241280,7707,72,Rio Grande do Norte,RN,RuralAdjacente,9.342156481121059,SAO RAFAEL,21.5,57.39,16.72,95.68,80.29
241290,9969,96,Rio Grande do Norte,RN,RuralAdjacente,9.629852542882938,SAO TOME,22.25,25.18,27.93,90.49,62.73
241300,6309,40,Rio Grande do Norte,RN,RuralAdjacente,6.340148993501347,SAO VICENTE,17.12,61.67,12.93,99.64,70.95
241310,5959,46,Rio Grande do Norte,RN,RuralAdjacente,7.71941600939755,SENADOR ELOI DE SOUZA,24.93000000000001,3.92,6.42,99.22,72.78
241330,5702,49,Rio Grande do Norte,RN,RuralAdjacente,8.593475973342688,SERRA DE SAO BENTO,27.04000000000001,5.7,21.2,93.16,83.57
241335,13089,71,Rio Grande do Norte,RN,RuralAdjacente,5.424402169760867,SERRA DO MEL,18.42,0.42,7.48,99.43,84.57
241340,7593,75,Rio Grande do Norte,RN,RuralAdjacente,9.87751876728566,SERRA NEGRA DO NORTE,21.15000000000001,69.56,25.19,97.57,74.15
241350,6431,49,Rio Grande do Norte,RN,RuralAdjacente,7.619343803452029,SERRINHA,25.97,2.94,25.43,91.22,66.99
241355,4659,41,Rio Grande do Norte,RN,RuralAdjacente,8.800171710667525,SERRINHA DOS PINTOS,20.62,0.12,15.17,98.45,74.6
241360,5486,44,Rio Grande do Norte,RN,RuralAdjacente,8.02041560335399,SEVERIANO MELO,21.88,8.93,9.43,99.04,89.36
241370,4653,49,Rio Grande do Norte,RN,RuralAdjacente,10.53084031807436,SITIO NOVO,23.95,29.05,25.34,94.14,70.11
241380,2337,24,Rio Grande do Norte,RN,RuralAdjacente,10.269576379974325,TABOLEIRO GRANDE,16.81,15.9,15.78,95.63,88.11
241390,11417,76,Rio Grande do Norte,RN,RuralAdjacente,6.656739949198563,TAIPU,25.43000000000001,8.26,26.38,97.36,62.61
241400,13277,106,Rio Grande do Norte,RN,RuralAdjacente,7.9837312645929055,TANGARA,20.39,52.8,4.46,97.77,88.78
241410,10252,77,Rio Grande do Norte,RN,RuralAdjacente,7.510729613733906,TENENTE ANANIAS,22.15000000000001,24.91,18.52,94.05,80.04
241415,5889,37,Rio Grande do Norte,RN,RuralAdjacente,6.282900322635422,TENENTE LAURENTINO CRUZ,18.23999999999999,5.21,12.75,99.49,72.79
241430,2347,11,Rio Grande do Norte,RN,RuralAdjacente,4.686834256497656,TIMBAUBA DOS BATISTAS,17.03,25.71,14.22,99.29,87.2
241440,33023,190,Rio Grande do Norte,RN,RuralAdjacente,5.753565696635678,TOUROS,22.08,10.2,7.81,98.56,70.12
241445,3375,18,Rio Grande do Norte,RN,RuralAdjacente,5.333333333333333,TRIUNFO POTIGUAR,25.31,14.1,20.57,93.17,68.79
241450,10076,91,Rio Grande do Norte,RN,IntermediarioAdjacente,9.031361651448988,UMARIZAL,17.88,3.49,13.1,93.15,86.74
241460,13569,96,Rio Grande do Norte,RN,RuralAdjacente,7.074950254256025,UPANEMA,22.23,12.8,18.28,92.22,62.78
241470,5227,38,Rio Grande do Norte,RN,IntermediarioAdjacente,7.269944518844461,VARZEA,23.15000000000001,11.1,13.7,95.19,88.78
241475,3013,27,Rio Grande do Norte,RN,RuralAdjacente,8.961168270826418,VENHA-VER,29.19,4.92,31.37,98.03,68.63
241480,10733,87,Rio Grande do Norte,RN,RuralAdjacente,8.105841796329079,VERA CRUZ,23.40000000000001,1.49,18.94,98.68,94.96
241490,1822,11,Rio Grande do Norte,RN,RuralAdjacente,6.0373216245883645,VICOSA,19.25,94.18,3.46,100.0,98.11
250010,9333,76,Paraíba,PB,RuralAdjacente,8.143147969570343,AGUA BRANCA,18.68000000000001,35.2,37.28,93.05,71.01
250020,4999,47,Paraíba,PB,RuralAdjacente,9.401880376075216,AGUIAR,30.5,25.71,44.12,87.2,58.77
250030,26049,266,Paraíba,PB,IntermediarioAdjacente,10.211524434719184,ALAGOA GRANDE,27.45,47.97,21.57,98.58,78.85
250040,21007,189,Paraíba,PB,RuralAdjacente,8.997000999666778,ALAGOA NOVA,21.79000000000001,40.87,57.94,86.24,61.22
250050,13718,112,Paraíba,PB,RuralAdjacente,8.164455459979589,ALAGOINHA,26.55,14.4,21.45,96.47,78.4
250053,5565,35,Paraíba,PB,RuralAdjacente,6.289308176100629,ALCANTIL,19.78,3.75,96.8,90.0,69.73
250057,2953,9,Paraíba,PB,RuralAdjacente,3.047748052827633,ALGODAO DE JANDAIRA,29.63,15.39,100.0,53.0,59.71
250070,17957,154,Paraíba,PB,RuralAdjacente,8.576042768836665,SAO JOAO DO RIO DO PEIXE,21.40000000000001,34.59,52.24,97.09,66.36
250073,2232,21,Paraíba,PB,RuralAdjacente,9.408602150537634,AMPARO,19.94,25.51,28.41,98.99,63.01
250077,7958,76,Paraíba,PB,RuralAdjacente,9.550138225684845,APARECIDA,23.0,13.15,31.82,95.06,79.73
250080,16637,156,Paraíba,PB,RuralAdjacente,9.376690509106208,ARACAGI,28.48999999999999,7.43,28.54,87.6,59.94
250090,12198,138,Paraíba,PB,RuralAdjacente,11.313330054107231,ARARA,27.54000000000001,63.81,26.68,90.45,80.41
250100,17182,130,Paraíba,PB,RuralAdjacente,7.566057502037015,ARARUNA,30.0,36.96,58.01,82.44,80.17
250110,22620,213,Paraíba,PB,IntermediarioAdjacente,9.416445623342176,AREIA,21.77,34.9,34.22,96.98,72.16
250115,2005,15,Paraíba,PB,RuralAdjacente,7.481296758104738,AREIA DE BARAUNAS,23.69,38.34,41.01,94.06,51.71
250120,7126,54,Paraíba,PB,RuralAdjacente,7.577883805781645,AREIAL,18.38,56.38,55.53,81.9,80.56
250130,18694,176,Paraíba,PB,RuralAdjacente,9.414785492671445,AROEIRAS,26.25,25.82,65.15,79.54,52.66
250135,4152,46,Paraíba,PB,RuralAdjacente,11.078998073217727,ASSUNCAO,18.98999999999999,41.36,34.91,89.18,83.58
250150,23128,183,Paraíba,PB,Urbano,7.912487028709789,BANANEIRAS,24.95999999999999,4.07,59.95,89.77,71.11
250153,4759,42,Paraíba,PB,RuralAdjacente,8.825383483925194,BARAUNA,22.98999999999999,50.72,98.03,88.84,83.17
250157,8051,60,Paraíba,PB,RuralAdjacente,7.452490373866601,BARRA DE SANTANA,24.87,7.08,89.14,94.83,36.35
250160,12899,110,Paraíba,PB,RuralAdjacente,8.527792852159083,BARRA DE SANTA ROSA,27.56999999999999,56.97,41.38,84.45,67.81
250170,5904,43,Paraíba,PB,RuralAdjacente,7.2831978319783195,BARRA DE SAO MIGUEL,20.48,11.88,23.33,98.81,73.92
250190,16387,168,Paraíba,PB,RuralAdjacente,10.252029047415634,BELEM,24.26000000000001,75.11,14.82,97.21,88.04
250200,6267,72,Paraíba,PB,RuralAdjacente,11.488750598372427,BELEM DO BREJO DO CRUZ,28.64,55.15,40.86,96.49,82.44
250205,3500,40,Paraíba,PB,RuralAdjacente,11.428571428571429,BERNARDINO BATISTA,24.37,0.27,9.16,97.33,83.99
250210,5205,55,Paraíba,PB,RuralAdjacente,10.566762728146013,BOA VENTURA,24.22,24.18,23.6,96.83,76.23
250215,6375,36,Paraíba,PB,RuralAdjacente,5.647058823529412,BOA VISTA,12.81,23.21,36.93,93.77,60.51
250220,2286,26,Paraíba,PB,RuralAdjacente,11.373578302712161,BOM JESUS,21.19,8.45,18.63,98.76,76.52
250230,4658,44,Paraíba,PB,RuralAdjacente,9.446114212108201,BOM SUCESSO,25.17,24.93,44.46,97.28,58.9
250240,10243,71,Paraíba,PB,RuralAdjacente,6.931563018646881,BONITO DE SANTA FE,20.56999999999999,60.08,23.26,94.21,78.32
250250,17593,140,Paraíba,PB,IntermediarioAdjacente,7.957710453021088,BOQUEIRAO,18.44,61.73,20.48,97.49,77.74
250260,5648,62,Paraíba,PB,RuralAdjacente,10.977337110481585,IGARACY,24.7,44.26,16.96,96.39,78.78
250270,4213,42,Paraíba,PB,RuralAdjacente,9.969143128412059,BORBOREMA,24.36,55.85,19.74,97.77,83.78
250280,13609,104,Paraíba,PB,RuralAdjacente,7.642001616577264,BREJO DO CRUZ,23.08,76.11,20.81,92.27,82.31
250290,5739,61,Paraíba,PB,RuralAdjacente,10.629029447638962,BREJO DOS SANTOS,20.45999999999999,23.76,17.31,96.92,89.35
250310,5335,49,Paraíba,PB,RuralAdjacente,9.184629803186505,CABACEIRAS,9.290000000000006,30.63,55.67,99.41,48.69
250330,9150,82,Paraíba,PB,RuralAdjacente,8.961748633879782,CACHOEIRA DOS INDIOS,21.8,20.18,47.35,97.35,55.27
250340,3291,18,Paraíba,PB,RuralAdjacente,5.469462169553328,CACIMBA DE AREIA,20.16,30.05,43.26,98.32,57.54
250350,16063,170,Paraíba,PB,RuralAdjacente,10.58332814542738,CACIMBA DE DENTRO,29.95,15.68,42.63,82.88,77.24
250355,7219,59,Paraíba,PB,RuralAdjacente,8.17287712979637,CACIMBAS,24.73999999999999,34.66,53.6,70.71,49.89
250360,6600,49,Paraíba,PB,RuralAdjacente,7.424242424242425,CAICARA,24.97,57.48,24.67,99.16,78.65
250370,63223,543,Paraíba,PB,Urbano,8.588646536861585,CAJAZEIRAS,13.72,48.97,15.35,98.28,86.42
250375,2739,28,Paraíba,PB,RuralAdjacente,10.22270901788974,CAJAZEIRINHAS,28.81,22.65,32.84,93.77,53.79
250380,5749,45,Paraíba,PB,RuralAdjacente,7.827448251869891,CALDAS BRANDAO,26.34,3.47,17.02,98.96,85.06
250390,6085,63,Paraíba,PB,RuralAdjacente,10.353327855382087,CAMALAU,23.63,23.98,40.2,92.98,60.59
250400,419250,3443,Paraíba,PB,Urbano,8.212283840190818,CAMPINA GRANDE,8.030000000000001,86.62,1.59,99.54,97.47
250407,3943,27,Paraíba,PB,RuralAdjacente,6.847577986304844,CARAUBAS,19.38,47.28,23.95,96.56,67.03
250410,2312,18,Paraíba,PB,RuralAdjacente,7.7854671280276815,CARRAPATEIRA,21.5,9.68,26.13,97.08,95.09
250415,6880,62,Paraíba,PB,RuralAdjacente,9.011627906976745,CASSERENGUE,32.04000000000001,43.62,59.87,78.28,64.55
250420,4489,40,Paraíba,PB,RuralAdjacente,8.91067052795723,CATINGUEIRA,25.5,38.09,35.12,98.35,64.74
250430,30656,235,Paraíba,PB,IntermediarioAdjacente,7.66570981210856,CATOLE DO ROCHA,16.65000000000001,49.72,21.12,97.28,87.86
250435,5252,41,Paraíba,PB,RuralAdjacente,7.806549885757807,CATURITE,16.36,11.88,65.82,87.85,85.68
250440,18247,151,Paraíba,PB,IntermediarioAdjacente,8.275332931440785,CONCEICAO,26.56999999999999,38.2,34.96,94.76,65.59
250450,6447,60,Paraíba,PB,RuralAdjacente,9.306654257794323,CONDADO,22.17,46.9,20.44,96.31,75.03
250470,4932,40,Paraíba,PB,RuralAdjacente,8.110300081103,CONGO,22.37,63.24,11.45,98.61,73.35
250480,14670,127,Paraíba,PB,IntermediarioAdjacente,8.657123381049763,COREMAS,25.76000000000001,65.28,7.55,97.68,87.59
250485,1822,25,Paraíba,PB,RuralAdjacente,13.721185510428102,COXIXOLA,17.04000000000001,37.87,9.54,98.5,50.68
250500,7577,51,Paraíba,PB,RuralAdjacente,6.730896133034182,CUBATI,19.42,35.14,33.73,97.87,67.64
250510,19710,185,Paraíba,PB,Urbano,9.386098427194318,CUITE,22.87,10.17,91.26,90.4,73.54
250520,6730,69,Paraíba,PB,IntermediarioAdjacente,10.252600297176821,CUITEGI,24.3,12.56,7.96,99.64,95.04
250523,6249,47,Paraíba,PB,RuralAdjacente,7.521203392542807,CUITE DE MAMANGUAPE,30.59999999999999,0.38,46.81,78.92,60.7
250530,2290,15,Paraíba,PB,RuralAdjacente,6.550218340611353,CURRAL VELHO,22.81999999999999,21.65,25.44,94.59,62.38
250535,4980,45,Paraíba,PB,RuralAdjacente,9.036144578313253,DAMIAO,32.73,9.56,90.49,80.98,69.52
250540,8066,68,Paraíba,PB,RuralAdjacente,8.430448797421274,DESTERRO,20.03,42.36,35.54,96.06,68.54
250550,3639,19,Paraíba,PB,RuralAdjacente,5.221214619400934,VISTA SERRANA,20.91,30.16,40.94,90.39,84.71
250560,6294,48,Paraíba,PB,RuralAdjacente,7.626310772163966,DIAMANTE,24.90000000000001,33.86,24.51,90.51,63.71
250570,10379,86,Paraíba,PB,RuralAdjacente,8.285962038732055,DONA INES,28.13,11.81,91.04,73.02,69.28
250580,3326,54,Paraíba,PB,RuralAdjacente,16.235718580877933,DUAS ESTRADAS,20.62,28.99,19.64,92.2,83.79
250590,3011,18,Paraíba,PB,RuralAdjacente,5.978080371969445,EMAS,26.04000000000001,68.28,23.61,96.1,76.8
250600,31225,304,Paraíba,PB,IntermediarioAdjacente,9.735788630904723,ESPERANCA,18.16,56.29,50.47,88.54,79.75
250610,11045,113,Paraíba,PB,RuralAdjacente,10.230873698506112,FAGUNDES,25.19,13.16,53.7,92.71,52.46
250620,2846,37,Paraíba,PB,RuralAdjacente,13.000702740688686,FREI MARTINHO,18.17,66.54,33.36,98.89,76.87
250625,8172,71,Paraíba,PB,RuralAdjacente,8.688203622124327,GADO BRAVO,25.15000000000001,2.15,94.65,73.92,32.16
250630,57461,491,Paraíba,PB,Urbano,8.544926123805713,GUARABIRA,14.75,62.97,5.2,99.67,94.28
250640,13762,92,Paraíba,PB,RuralAdjacente,6.685074843772707,GURINHEM,29.08,1.06,35.94,91.25,71.31
250650,3242,33,Paraíba,PB,RuralAdjacente,10.178901912399754,GURJAO,16.52,61.57,29.96,97.03,72.05
250660,5627,57,Paraíba,PB,RuralAdjacente,10.129731650968544,IBIARA,29.94,25.38,24.74,92.07,73.48
250670,10389,66,Paraíba,PB,RuralAdjacente,6.352873231302339,IMACULADA,21.28,35.56,46.13,88.35,58.27
250680,17686,154,Paraíba,PB,IntermediarioAdjacente,8.707452222096572,INGA,25.20999999999999,6.35,27.97,95.95,79.2
250690,23160,235,Paraíba,PB,Urbano,10.146804835924007,ITABAIANA,21.59999999999999,26.28,20.44,97.42,87.94
250700,23933,210,Paraíba,PB,Urbano,8.774495466510675,ITAPORANGA,16.93000000000001,58.55,22.05,97.85,82.03
250720,10491,78,Paraíba,PB,RuralAdjacente,7.434944237918216,ITATUBA,27.81,25.09,37.11,96.9,75.72
250740,7509,64,Paraíba,PB,RuralAdjacente,8.523105606605407,JERICO,21.09999999999999,31.89,30.26,96.58,82.61
250760,7793,72,Paraíba,PB,IntermediarioAdjacente,9.239060695495958,JUAREZ TAVORA,28.04000000000001,7.86,28.94,96.86,77.06
250770,16997,138,Paraíba,PB,RuralAdjacente,8.119079837618402,JUAZEIRINHO,17.67,46.19,48.71,85.12,59.09
250780,6793,73,Paraíba,PB,RuralAdjacente,10.746356543500664,JUNCO DO SERIDO,18.66,62.35,92.3,97.38,75.56
250800,9231,65,Paraíba,PB,RuralAdjacente,7.041490629400932,JURU,24.70999999999999,38.97,34.26,95.92,64.18
250810,4410,33,Paraíba,PB,RuralAdjacente,7.482993197278911,LAGOA,26.56,31.99,41.33,93.21,62.43
250820,7811,81,Paraíba,PB,RuralAdjacente,10.36999103827935,LAGOA DE DENTRO,25.06,11.9,52.24,90.61,75.1
250830,27715,211,Paraíba,PB,Urbano,7.6132058452101745,LAGOA SECA,15.42,34.03,40.62,97.08,79.04
250840,3160,22,Paraíba,PB,RuralAdjacente,6.962025316455696,LASTRO,27.27,6.68,49.23,91.06,74.1
250850,6875,78,Paraíba,PB,RuralAdjacente,11.345454545454546,LIVRAMENTO,17.97,37.11,44.55,94.05,56.53
250855,4796,29,Paraíba,PB,RuralAdjacente,6.046705587989992,LOGRADOURO,22.76000000000001,34.16,29.08,99.41,89.13
250870,3582,19,Paraíba,PB,RuralAdjacente,5.30429927414852,MAE D'AGUA,23.34,48.9,29.48,92.06,70.14
250880,6045,53,Paraíba,PB,IntermediarioAdjacente,8.767576509511994,MALTA,22.58,75.74,10.81,99.46,89.58
250900,10433,83,Paraíba,PB,RuralAdjacente,7.955525735646507,MANAIRA,26.63,30.47,34.13,92.76,64.94
250910,21496,145,Paraíba,PB,Urbano,6.745441012281354,MARI,25.95999999999999,1.21,32.92,98.56,87.5
250915,6704,49,Paraíba,PB,IntermediarioAdjacente,7.309069212410501,MARIZOPOLIS,19.20999999999999,34.78,6.79,99.64,89.22
250920,14134,118,Paraíba,PB,Urbano,8.348662798924579,MASSARANDUBA,21.88,20.81,38.38,90.33,66.87
250933,4569,25,Paraíba,PB,RuralAdjacente,5.471656817684395,MATINHAS,23.45999999999999,10.35,80.38,98.45,23.92
250937,2539,19,Paraíba,PB,RuralAdjacente,7.483261126427728,MATO GROSSO,32.45,35.11,52.3,96.85,58.23
250939,6433,55,Paraíba,PB,RuralAdjacente,8.549665785792008,MATUREIA,20.17,41.91,40.39,92.67,76.27
250940,13891,81,Paraíba,PB,RuralAdjacente,5.831113670722051,MOGEIRO,25.42,3.27,60.88,85.88,68.18
250950,5810,45,Paraíba,PB,RuralAdjacente,7.74526678141136,MONTADAS,16.81,48.74,62.63,82.16,86.83
250960,4337,41,Paraíba,PB,RuralAdjacente,9.453539312889093,MONTE HOREBE,22.69,59.0,36.68,97.27,62.68
250970,32273,326,Paraíba,PB,IntermediarioAdjacente,10.10132308741053,MONTEIRO,18.5,60.08,33.39,95.82,66.82
250980,8785,88,Paraíba,PB,RuralAdjacente,10.017074558907229,MULUNGU,24.7,7.61,32.81,90.42,66.6
250990,8929,68,Paraíba,PB,RuralAdjacente,7.615634449546421,NATUBA,30.0,16.29,55.48,84.82,58.6
251000,7200,65,Paraíba,PB,RuralAdjacente,9.027777777777777,NAZAREZINHO,25.75,23.26,47.9,93.74,52.14
251010,9722,92,Paraíba,PB,Urbano,9.463073441678667,NOVA FLORESTA,19.90000000000001,0.87,88.48,96.53,93.65
251020,5785,53,Paraíba,PB,RuralAdjacente,9.16162489196197,NOVA OLINDA,24.62,8.38,34.42,97.56,65.23
251030,4257,33,Paraíba,PB,RuralAdjacente,7.751937984496124,NOVA PALMEIRA,19.79000000000001,61.66,52.2,98.45,67.62
251040,6059,75,Paraíba,PB,RuralAdjacente,12.37828024426473,OLHO D'AGUA,28.72,39.53,34.97,85.92,63.17
251050,3578,30,Paraíba,PB,RuralAdjacente,8.384572386808273,OLIVEDOS,19.27,41.37,44.71,94.48,60.58
251060,2918,34,Paraíba,PB,RuralAdjacente,11.651816312542838,OURO VELHO,23.16,25.54,36.43,98.84,71.52
251065,1718,28,Paraíba,PB,RuralAdjacente,16.298020954598368,PARARI,18.02,9.78,56.68,97.2,51.86
251070,2461,10,Paraíba,PB,RuralAdjacente,4.063388866314506,PASSAGEM,20.36,50.12,27.91,96.51,82.67
251080,103149,827,Paraíba,PB,Urbano,8.017528041958721,PATOS,12.81999999999999,78.23,4.06,99.48,95.03
251090,11829,112,Paraíba,PB,RuralAdjacente,9.468255981063487,PAULISTA,23.5,33.77,35.49,95.9,60.02
251100,3739,41,Paraíba,PB,RuralAdjacente,10.965498796469644,PEDRA BRANCA,21.84,47.44,25.69,95.35,68.79
251110,6856,63,Paraíba,PB,RuralAdjacente,9.189031505250874,PEDRA LAVRADA,20.03,41.63,54.34,91.57,46.79
251130,16436,134,Paraíba,PB,IntermediarioAdjacente,8.152835239717692,PIANCO,19.55,40.53,29.92,96.98,71.96
251140,18325,160,Paraíba,PB,IntermediarioAdjacente,8.731241473396999,PICUI,18.3,62.15,45.96,91.31,75.95
251160,6809,59,Paraíba,PB,RuralAdjacente,8.665002202966662,PILOES,28.52,9.12,65.98,93.19,60.8
251170,5328,26,Paraíba,PB,Urbano,4.87987987987988,PILOEZINHOS,26.72,20.78,32.3,97.06,67.76
251180,9339,69,Paraíba,PB,IntermediarioAdjacente,7.388371345968519,PIRPIRITUBA,21.26000000000001,52.78,19.85,92.55,81.22
251200,17465,130,Paraíba,PB,RuralAdjacente,7.443458345261953,POCINHOS,18.51000000000001,41.43,32.35,95.76,69.07
251203,3829,28,Paraíba,PB,RuralAdjacente,7.312614259597806,POCO DANTAS,29.48,14.88,81.44,94.99,66.09
251207,4003,35,Paraíba,PB,RuralAdjacente,8.74344241818636,POCO DE JOSE DE MOURA,19.04000000000001,33.66,66.97,97.03,66.07
251210,32457,336,Paraíba,PB,Urbano,10.352158240133098,POMBAL,18.98999999999999,65.17,14.63,97.73,83.78
251220,3913,30,Paraíba,PB,RuralAdjacente,7.666751852798364,PRATA,19.84999999999999,39.85,34.73,97.69,70.59
251230,21109,152,Paraíba,PB,IntermediarioAdjacente,7.200720072007201,PRINCESA ISABEL,17.87,60.43,23.9,96.84,83.81
251240,14271,94,Paraíba,PB,Urbano,6.586784387919557,PUXINANA,14.75,10.68,36.11,85.38,77.28
251250,47636,321,Paraíba,PB,Urbano,6.7386010580233435,QUEIMADAS,15.8,46.2,25.75,92.97,85.42
251260,1743,19,Paraíba,PB,Urbano,10.900745840504877,QUIXABA,17.65000000000001,47.74,49.3,98.78,60.63
251270,17876,187,Paraíba,PB,Urbano,10.460953233385546,REMIGIO,21.16,64.63,30.42,95.95,85.35
251274,2927,27,Paraíba,PB,RuralAdjacente,9.224461906388793,RIACHAO,26.40000000000001,23.62,54.04,90.75,61.91
251275,4690,40,Paraíba,PB,RuralAdjacente,8.528784648187633,RIACHAO DO BACAMARTE,22.93000000000001,12.52,51.6,99.19,76.39
251276,4737,27,Paraíba,PB,RuralAdjacente,5.699810006333122,RIACHAO DO POCO,29.23999999999999,0.0,32.12,97.43,51.03
251278,1954,22,Paraíba,PB,RuralAdjacente,11.258955987717503,RIACHO DE SANTO ANTONIO,21.02,47.95,96.65,80.67,78.39
251280,8491,66,Paraíba,PB,RuralAdjacente,7.772936049935225,RIACHO DOS CAVALOS,21.34,41.77,46.05,96.93,58.37
251300,3353,23,Paraíba,PB,RuralAdjacente,6.859528780196839,SALGADINHO,24.78,24.05,71.71,84.95,55.86
251310,11492,93,Paraíba,PB,RuralAdjacente,8.09258614688479,SALGADO DE SAO FELIX,29.64,0.89,49.18,93.53,60.93
251315,7661,49,Paraíba,PB,RuralAdjacente,6.3960318496279855,SANTA CECILIA,25.62,3.66,95.42,88.18,54.39
251320,5940,49,Paraíba,PB,RuralAdjacente,8.24915824915825,SANTA CRUZ,24.01000000000001,35.8,34.53,98.73,78.03
251330,5864,66,Paraíba,PB,RuralAdjacente,11.255115961800819,SANTA HELENA,21.84,44.03,38.07,98.7,74.25
251335,3226,16,Paraíba,PB,RuralAdjacente,4.9597024178549285,SANTA INES,26.98,13.25,52.51,80.98,49.48
251340,14957,129,Paraíba,PB,Urbano,8.62472420940028,SANTA LUZIA,14.91,85.55,12.76,98.71,90.0
251350,5006,29,Paraíba,PB,RuralAdjacente,5.793048341989612,SANTANA DE MANGUEIRA,27.14,28.65,49.63,86.2,49.2
251360,6568,74,Paraíba,PB,RuralAdjacente,11.266747868453105,SANTANA DOS GARROTES,29.77,14.34,19.47,96.09,62.02
251365,2537,17,Paraíba,PB,RuralAdjacente,6.700827749310209,JOCA CLAUDINO,19.06,13.94,49.83,99.54,93.83
251380,4402,42,Paraíba,PB,RuralAdjacente,9.541117673784642,SANTA TERESINHA,22.04000000000001,54.1,38.96,98.38,62.11
251385,2622,33,Paraíba,PB,RuralAdjacente,12.585812356979405,SANTO ANDRE,19.33,0.1,67.7,93.78,47.14
251390,32228,258,Paraíba,PB,Urbano,8.005461089735634,SAO BENTO,23.15000000000001,72.94,13.3,98.83,89.91
251392,4326,32,Paraíba,PB,RuralAdjacente,7.397133610725843,SAO BENTINHO,23.72,53.86,16.57,96.51,73.91
251394,2585,30,Paraíba,PB,RuralAdjacente,11.60541586073501,SAO DOMINGOS DO CARIRI,16.27,42.07,31.85,99.67,57.39
251396,2594,28,Paraíba,PB,RuralAdjacente,10.794140323824209,SAO DOMINGOS,33.77,22.91,39.85,96.53,46.04
251398,3135,44,Paraíba,PB,RuralAdjacente,14.035087719298247,SAO FRANCISCO,26.11,21.96,56.34,98.48,91.16
251400,4225,35,Paraíba,PB,RuralAdjacente,8.284023668639053,SAO JOAO DO CARIRI,17.17,48.75,33.42,99.21,69.79
251410,4261,35,Paraíba,PB,RuralAdjacente,8.214034264257217,SAO JOAO DO TIGRE,27.70999999999999,28.92,84.42,73.07,47.85
251420,7119,78,Paraíba,PB,RuralAdjacente,10.956595027391488,SAO JOSE DA LAGOA TAPADA,30.63,17.28,48.79,87.82,62.08
251430,5030,37,Paraíba,PB,RuralAdjacente,7.355864811133201,SAO JOSE DE CAIANA,26.12,9.61,31.76,93.73,60.54
251440,4081,45,Paraíba,PB,RuralAdjacente,11.026709139916687,SAO JOSE DE ESPINHARAS,20.95,38.84,30.28,97.99,44.27
251445,5886,31,Paraíba,PB,RuralAdjacente,5.2667346245327895,SAO JOSE DOS RAMOS,30.72,0.1,52.81,82.67,55.67
251450,19052,173,Paraíba,PB,RuralAdjacente,9.08041150535377,SAO JOSE DE PIRANHAS,21.25,58.84,26.78,96.35,78.54
251455,3416,19,Paraíba,PB,RuralAdjacente,5.562060889929742,SAO JOSE DE PRINCESA,23.22,2.3,79.71,87.98,24.47
251460,3241,21,Paraíba,PB,RuralAdjacente,6.479481641468682,SAO JOSE DO BONFIM,20.48999999999999,48.45,35.73,95.36,61.09
251465,1699,10,Paraíba,PB,RuralAdjacente,5.885815185403178,SAO JOSE DO BREJO DO CRUZ,21.5,55.17,23.25,99.45,81.73
251470,4138,28,Paraíba,PB,RuralAdjacente,6.7665538907684875,SAO JOSE DO SABUGI,17.64,65.01,33.99,95.68,72.8
251480,3408,37,Paraíba,PB,RuralAdjacente,10.85680751173709,SAO JOSE DOS CORDEIROS,17.84999999999999,46.43,39.52,96.12,53.26
251490,7466,84,Paraíba,PB,IntermediarioAdjacente,11.251004553978033,SAO MAMEDE,17.59,78.34,17.58,98.77,83.09
251510,11037,81,Paraíba,PB,RuralAdjacente,7.338950801848329,SAO SEBASTIAO DE LAGOA DE ROCA,18.56999999999999,40.91,50.5,82.7,52.95
251520,3279,29,Paraíba,PB,RuralAdjacente,8.844159804818542,SAO SEBASTIAO DO UMBUZEIRO,21.54000000000001,48.57,35.08,92.86,70.56
251540,10286,74,Paraíba,PB,RuralAdjacente,7.194244604316547,SAO VICENTE DO SERIDO,17.66,0.18,59.77,88.63,49.13
251550,13611,140,Paraíba,PB,RuralAdjacente,10.285798251414297,SERRA BRANCA,15.39,24.77,27.8,97.37,72.73
251560,3093,34,Paraíba,PB,RuralAdjacente,10.992563853863563,SERRA DA RAIZ,25.34,8.3,18.5,95.4,83.8
251570,2938,21,Paraíba,PB,RuralAdjacente,7.147719537100068,SERRA GRANDE,18.68000000000001,38.91,14.44,96.18,78.49
251580,6825,83,Paraíba,PB,RuralAdjacente,12.161172161172162,SERRA REDONDA,21.65000000000001,26.95,37.45,95.88,67.94
251590,4880,56,Paraíba,PB,RuralAdjacente,11.475409836065573,SERRARIA,27.98999999999999,3.3,30.07,91.69,72.49
251593,5043,42,Paraíba,PB,RuralAdjacente,8.328375966686496,SERTAOZINHO,17.66,42.6,17.07,98.83,84.73
251597,8234,62,Paraíba,PB,RuralAdjacente,7.529754675734758,SOBRADO,24.94,1.27,28.49,97.57,21.18
