codigo,populacao_residente,Óbitos_p/Residênc,Estado,UF,Tipo,taxa_bruta_mortalidade,NM_MUN,taxa_analfabetismo,rede_de_esgoto,tx_n_distribuicao_agua,tx_banheiro,tx_coleta_lixo
251600,26765,288,Paraíba,PB,Urbano,10.760321315150383,SOLANEA,23.25,5.24,38.74,92.22,82.49
251610,13962,131,Paraíba,PB,RuralAdjacente,9.382609941269159,SOLEDADE,13.70999999999999,63.68,24.94,96.23,75.98
251615,3342,20,Paraíba,PB,RuralAdjacente,5.9844404548174746,SOSSEGO,24.06,42.33,99.66,98.97,63.36
251620,67228,630,Paraíba,PB,Urbano,9.37109537692628,SOUSA,16.67,73.28,8.92,98.16,86.95
251630,17156,189,Paraíba,PB,IntermediarioAdjacente,11.016553975285614,SUME,17.18000000000001,54.05,21.29,98.48,79.87
251640,8007,65,Paraíba,PB,RuralAdjacente,8.117896840264768,TACIMA,28.14,17.05,54.0,79.4,80.76
251650,14062,127,Paraíba,PB,RuralAdjacente,9.031432228701465,TAPEROA,19.20999999999999,60.51,32.05,94.35,68.65
251660,14100,110,Paraíba,PB,RuralAdjacente,7.801418439716312,TAVARES,24.06,32.38,28.11,97.79,69.45
251670,14628,111,Paraíba,PB,RuralAdjacente,7.588187038556193,TEIXEIRA,16.98,39.17,37.82,95.7,71.99
251675,2966,17,Paraíba,PB,RuralAdjacente,5.731625084288605,TENORIO,21.11,0.0,91.17,91.82,78.25
251680,9888,73,Paraíba,PB,RuralAdjacente,7.382686084142395,TRIUNFO,19.20999999999999,28.78,53.06,97.01,61.89
251690,14919,152,Paraíba,PB,IntermediarioAdjacente,10.188350425631745,UIRAUNA,21.40000000000001,62.46,27.04,98.88,86.85
251700,9120,70,Paraíba,PB,RuralAdjacente,7.675438596491228,UMBUZEIRO,28.81,25.92,73.58,87.22,56.67
251710,2667,24,Paraíba,PB,RuralAdjacente,8.998875140607424,VARZEA,10.59999999999999,73.26,22.7,98.18,79.41
251720,4858,31,Paraíba,PB,RuralAdjacente,6.381226842321944,VIEIROPOLIS,32.90000000000001,0.49,50.92,95.38,67.88
251740,2226,6,Paraíba,PB,RuralAdjacente,2.6954177897574128,ZABELE,19.40000000000001,51.86,22.51,96.41,72.81
260010,40233,294,Pernambuco,PE,Urbano,7.30743419580941,AFOGADOS DA INGAZEIRA,15.11,67.66,15.78,97.97,82.39
260020,18666,150,Pernambuco,PE,RuralAdjacente,8.036001285760207,AFRANIO,18.12,20.3,51.13,95.53,42.42
260030,23774,241,Pernambuco,PE,IntermediarioAdjacente,10.137124589888113,AGRESTINA,23.26000000000001,70.66,12.97,97.56,89.94
260050,41525,363,Pernambuco,PE,IntermediarioAdjacente,8.741721854304636,AGUAS BELAS,29.78,44.52,50.55,85.62,62.44
260060,13538,125,Pernambuco,PE,RuralAdjacente,9.23326931599941,ALAGOINHA,21.0,49.67,53.54,80.75,81.09
260070,35733,329,Pernambuco,PE,IntermediarioAdjacente,9.207175440069404,ALIANCA,21.72,49.03,16.47,97.78,85.58
260080,20669,208,Pernambuco,PE,IntermediarioAdjacente,10.063379940974407,ALTINHO,25.47,58.54,24.34,93.26,70.83
260100,10241,101,Pernambuco,PE,RuralAdjacente,9.862318132994826,ANGELIM,23.18000000000001,54.95,26.38,98.56,69.82
260110,85068,565,Pernambuco,PE,IntermediarioAdjacente,6.6417454271876615,ARARIPINA,18.76000000000001,41.97,47.48,86.24,63.49
260120,77722,637,Pernambuco,PE,Urbano,8.195877615089678,ARCOVERDE,12.33,83.19,11.53,98.26,94.37
260160,18297,146,Pernambuco,PE,IntermediarioAdjacente,7.979450183090123,BELEM DE SAO FRANCISCO,17.06999999999999,46.82,26.38,82.51,60.15
260170,79499,697,Pernambuco,PE,Urbano,8.767405879319236,BELO JARDIM,17.93000000000001,70.82,10.46,97.42,90.13
260180,11229,95,Pernambuco,PE,RuralAdjacente,8.460236886632826,BETANIA,25.81999999999999,28.88,46.56,86.83,36.33
260190,61678,628,Pernambuco,PE,Urbano,10.18191251337592,BEZERROS,20.39,69.82,18.87,95.21,89.11
260200,34470,207,Pernambuco,PE,RuralAdjacente,6.005221932114883,BODOCO,23.02,28.23,54.75,76.3,46.59
260210,44277,380,Pernambuco,PE,Urbano,8.582333943130745,BOM CONSELHO,25.55,55.95,35.78,91.85,71.04
260220,37621,313,Pernambuco,PE,RuralAdjacente,8.319821376358949,BOM JARDIM,22.59,16.94,40.72,97.07,58.97
260240,9077,83,Pernambuco,PE,RuralAdjacente,9.143990305166906,BREJAO,24.01000000000001,26.47,25.68,97.9,60.77
260250,7718,81,Pernambuco,PE,RuralAdjacente,10.494946877429387,BREJINHO,19.44,46.36,38.72,92.64,73.46
260260,48636,357,Pernambuco,PE,Urbano,7.3402417962003454,BREJO DA MADRE DE DEUS,22.8,61.98,59.51,94.41,83.59
260270,12805,100,Pernambuco,PE,RuralAdjacente,7.809449433814915,BUENOS AIRES,22.94,14.01,21.7,96.07,80.7
260280,52090,355,Pernambuco,PE,RuralAdjacente,6.815127663659052,BUIQUE,28.78,28.45,61.27,83.44,46.02
260300,30284,211,Pernambuco,PE,IntermediarioAdjacente,6.967375511821424,CABROBO,16.97,64.86,8.84,96.2,69.76
260310,19894,215,Pernambuco,PE,Urbano,10.807278576455213,CACHOEIRINHA,19.3,77.94,18.2,96.64,85.6
260320,28822,177,Pernambuco,PE,RuralAdjacente,6.141142183054611,CAETES,25.98999999999999,28.94,75.82,80.69,37.56
260330,11092,56,Pernambuco,PE,RuralAdjacente,5.048683736025965,CALCADO,23.95,37.4,68.18,92.3,56.63
260340,5227,61,Pernambuco,PE,RuralAdjacente,11.670174096039792,CALUMBI,22.48,36.32,31.87,97.21,46.74
260350,17413,126,Pernambuco,PE,Urbano,7.235973123528398,CAMOCIM DE SAO FELIX,22.83,75.72,19.9,99.49,94.18
260360,7748,68,Pernambuco,PE,Urbano,8.776458440887971,CAMUTANGA,20.33,6.5,23.44,95.73,83.25
260370,24320,193,Pernambuco,PE,RuralAdjacente,7.935855263157895,CANHOTINHO,24.59,53.87,27.56,97.14,72.44
260380,18336,152,Pernambuco,PE,RuralAdjacente,8.289703315881328,CAPOEIRAS,24.53,35.67,62.13,89.5,45.27
260390,18637,146,Pernambuco,PE,RuralAdjacente,7.833878843161453,CARNAIBA,20.22,46.0,30.57,95.62,57.3
260392,12232,89,Pernambuco,PE,RuralAdjacente,7.275997383911053,CARNAUBEIRA DA PENHA,18.56,15.25,70.41,65.81,18.59
260400,79270,634,Pernambuco,PE,Urbano,7.997981581935157,CARPINA,12.28,2.01,16.23,99.09,88.77
260410,377990,2848,Pernambuco,PE,Urbano,7.534590862192122,CARUARU,10.81,79.99,9.99,98.42,95.57
260415,12957,106,Pernambuco,PE,RuralAdjacente,8.18090607393687,CASINHAS,24.7,10.95,71.78,91.5,43.28
260430,10514,89,Pernambuco,PE,RuralAdjacente,8.464903937607,CEDRO,16.91,58.21,21.54,98.77,84.57
260450,20541,175,Pernambuco,PE,IntermediarioAdjacente,8.519546273307045,CHA GRANDE,22.95,50.43,42.16,97.3,85.89
260470,17122,104,Pernambuco,PE,RuralAdjacente,6.074056769069034,CORRENTES,23.70999999999999,46.62,29.79,97.79,68.11
260490,15913,131,Pernambuco,PE,RuralAdjacente,8.232262929680136,CUMARU,24.40000000000001,21.36,58.27,86.36,65.73
260500,23507,217,Pernambuco,PE,Urbano,9.231292806398095,CUPIRA,19.44,87.28,4.92,99.55,95.64
260510,37683,280,Pernambuco,PE,IntermediarioAdjacente,7.4304062840007425,CUSTODIA,20.89,56.76,38.98,96.78,65.7
260515,17179,122,Pernambuco,PE,RuralAdjacente,7.101693928633797,DORMENTES,19.68000000000001,20.8,59.88,94.68,47.21
260530,31827,223,Pernambuco,PE,RuralAdjacente,7.006629591227574,EXU,20.92,14.58,56.17,88.0,52.04
260540,21422,181,Pernambuco,PE,Urbano,8.44925777238353,FEIRA NOVA,21.75,28.62,24.46,97.62,81.98
260550,15021,115,Pernambuco,PE,IntermediarioAdjacente,7.6559483389920775,FERREIROS,20.15000000000001,47.13,20.11,96.35,89.93
260560,20340,225,Pernambuco,PE,RuralAdjacente,11.061946902654867,FLORES,24.91,33.6,45.53,93.86,48.63
260570,30130,188,Pernambuco,PE,IntermediarioAdjacente,6.2396282774643215,FLORESTA,13.3,58.37,25.51,89.9,74.39
260580,13621,135,Pernambuco,PE,RuralAdjacente,9.91116658101461,FREI MIGUELINHO,24.23,15.22,70.83,88.22,69.41
260600,142470,1114,Pernambuco,PE,Urbano,7.819190004913315,GARANHUNS,12.16,55.11,11.96,98.7,91.55
260610,29339,191,Pernambuco,PE,IntermediarioAdjacente,6.510106002249565,GLORIA DO GOITA,22.09999999999999,47.48,40.97,96.86,65.59
260630,6966,51,Pernambuco,PE,RuralAdjacente,7.321274763135229,GRANITO,20.08,38.81,44.57,95.53,55.56
260640,86485,775,Pernambuco,PE,Urbano,8.961091518760478,GRAVATA,16.73,58.2,15.43,97.91,87.41
260650,17157,146,Pernambuco,PE,RuralAdjacente,8.509646208544616,IATI,29.73999999999999,35.64,39.83,86.59,58.55
260660,26579,201,Pernambuco,PE,IntermediarioAdjacente,7.562361262650965,IBIMIRIM,24.40000000000001,47.61,30.11,93.58,70.84
260670,7138,79,Pernambuco,PE,RuralAdjacente,11.067525917623984,IBIRAJUBA,25.56,43.7,42.48,82.17,64.45
260690,11078,98,Pernambuco,PE,RuralAdjacente,8.84636215923452,IGUARACY,21.28,44.72,45.17,94.89,55.65
260700,25596,101,Pernambuco,PE,RuralAdjacente,3.9459290514142835,INAJA,24.13,23.73,41.61,87.51,40.82
260710,4763,29,Pernambuco,PE,RuralAdjacente,6.08859962208692,INGAZEIRA,20.34999999999999,41.73,45.45,96.51,62.71
260730,29001,202,Pernambuco,PE,IntermediarioAdjacente,6.965277059411744,IPUBI,21.23999999999999,30.62,62.56,81.18,61.89
260740,4280,24,Pernambuco,PE,IntermediarioRemoto,5.607476635514018,ITACURUBA,12.68000000000001,69.05,20.46,92.93,80.73
260750,32636,173,Pernambuco,PE,RuralAdjacente,5.300894717489888,ITAIBA,29.66,31.92,49.11,83.04,44.03
260765,34931,263,Pernambuco,PE,Urbano,7.52912885402651,ITAMBE,24.78,11.02,20.73,91.99,89.38
260770,13787,138,Pernambuco,PE,RuralAdjacente,10.00942917240879,ITAPETIM,18.06,58.94,29.57,94.83,68.1
260800,15835,137,Pernambuco,PE,RuralAdjacente,8.651720871487212,JATAUBA,25.34,41.09,76.15,84.13,64.64
260805,14017,104,Pernambuco,PE,RuralAdjacente,7.419561960476565,JATOBA,17.37,52.7,24.32,93.09,74.7
260810,27720,274,Pernambuco,PE,IntermediarioAdjacente,9.884559884559884,JOAO ALFREDO,25.72,39.21,42.07,94.49,63.1
260825,11516,104,Pernambuco,PE,RuralAdjacente,9.030913511635985,JUCATI,22.94,41.89,68.28,84.21,48.74
260830,15325,148,Pernambuco,PE,RuralAdjacente,9.657422512234909,JUPI,21.70999999999999,55.84,90.72,87.75,72.46
260840,13645,133,Pernambuco,PE,RuralAdjacente,9.747160131916454,JUREMA,27.2,64.77,20.81,95.47,82.24
260845,17978,120,Pernambuco,PE,IntermediarioAdjacente,6.6748247858493714,LAGOA DO CARRO,18.81,15.59,40.56,96.23,86.48
260850,18998,167,Pernambuco,PE,Urbano,8.7903989893673,LAGOA DE ITAENGA,21.48,23.8,51.24,98.66,88.73
260860,11928,103,Pernambuco,PE,RuralAdjacente,8.63514419852448,LAGOA DO OURO,27.59999999999999,48.1,10.48,95.3,64.4
260870,14069,137,Pernambuco,PE,RuralAdjacente,9.737721231075414,LAGOA DOS GATOS,29.11,48.0,31.85,95.59,72.02
260875,24085,160,Pernambuco,PE,IntermediarioAdjacente,6.643138883122275,LAGOA GRANDE,18.26000000000001,56.25,22.56,93.81,74.48
260880,39578,426,Pernambuco,PE,Urbano,10.763555510637223,LAJEDO,18.05,57.43,24.68,96.97,85.26
260890,56499,501,Pernambuco,PE,Urbano,8.867413582541284,LIMOEIRO,15.19,34.73,29.7,98.71,89.16
260900,23858,242,Pernambuco,PE,IntermediarioAdjacente,10.143348143180484,MACAPARANA,22.33,65.69,17.86,97.84,81.53
260910,11331,107,Pernambuco,PE,RuralAdjacente,9.443120642485217,MACHADOS,21.31999999999999,1.82,21.53,96.02,83.16
260915,23756,104,Pernambuco,PE,RuralAdjacente,4.377841387438963,MANARI,30.17,2.78,59.32,78.58,36.03
260930,14164,123,Pernambuco,PE,RuralAdjacente,8.683987574131601,MIRANDIBA,17.06999999999999,45.42,34.95,86.57,64.0
260950,30642,295,Pernambuco,PE,Urbano,9.6273089223941,NAZARE DA MATA,16.45999999999999,67.32,16.53,98.81,83.47
260970,21795,205,Pernambuco,PE,RuralAdjacente,9.405827024546916,OROBO,22.90000000000001,26.79,59.42,95.13,69.21
260980,13607,73,Pernambuco,PE,RuralAdjacente,5.364885720584994,OROCO,16.81999999999999,35.74,8.17,93.19,59.45
260990,65233,436,Pernambuco,PE,IntermediarioAdjacente,6.683733693069459,OURICURI,21.95,49.7,33.63,86.54,47.41
261010,7029,60,Pernambuco,PE,RuralAdjacente,8.536064874093045,PALMEIRINA,24.90000000000001,39.34,29.73,94.99,70.68
261020,22984,204,Pernambuco,PE,RuralAdjacente,8.875739644970414,PANELAS,29.37,54.82,34.24,93.58,72.58
261030,12195,121,Pernambuco,PE,RuralAdjacente,9.922099220992209,PARANATAMA,24.01000000000001,2.9,72.85,89.9,43.62
261040,18602,144,Pernambuco,PE,RuralAdjacente,7.7411031071927745,PARNAMIRIM,21.79000000000001,40.01,29.25,84.72,40.5
261050,28330,239,Pernambuco,PE,RuralAdjacente,8.436286621955524,PASSIRA,23.76000000000001,13.39,40.93,88.54,74.51
261080,22789,188,Pernambuco,PE,RuralAdjacente,8.249594102417834,PEDRA,24.42,38.42,45.49,93.88,56.93
261090,62706,646,Pernambuco,PE,Urbano,10.302044461455043,PESQUEIRA,18.22,57.78,33.78,92.74,79.39
261100,34147,237,Pernambuco,PE,IntermediarioAdjacente,6.940580431663104,PETROLANDIA,13.70999999999999,56.06,13.81,98.0,87.52
261110,386737,2296,Pernambuco,PE,Urbano,5.936851141731978,PETROLINA,8.430000000000007,68.49,4.99,99.36,91.52
261120,10498,106,Pernambuco,PE,RuralAdjacente,10.097161364069347,POCAO,24.16,36.37,89.18,90.84,75.86
261130,27544,207,Pernambuco,PE,IntermediarioAdjacente,7.515248329944816,POMBOS,20.58,49.8,29.5,98.1,71.39
261153,6553,53,Pernambuco,PE,RuralAdjacente,8.087898672363803,QUIXABA,21.43000000000001,38.3,52.26,92.8,56.52
261170,20627,206,Pernambuco,PE,RuralAdjacente,9.986910360207496,RIACHO DAS ALMAS,24.26000000000001,45.28,48.29,94.43,72.17
261200,10882,105,Pernambuco,PE,RuralAdjacente,9.648961587943393,SAIRE,23.55,21.88,36.38,97.4,74.14
261210,5727,53,Pernambuco,PE,RuralAdjacente,9.25440894010826,SALGADINHO,30.36,11.17,62.21,93.86,44.81
261220,62349,457,Pernambuco,PE,Urbano,7.329708575919422,SALGUEIRO,11.97,63.09,12.12,94.57,87.9
261230,13828,134,Pernambuco,PE,RuralAdjacente,9.690483077813132,SALOA,25.79000000000001,48.45,44.9,96.35,66.83
261240,18621,204,Pernambuco,PE,RuralAdjacente,10.955372966006122,SANHARO,20.77,48.49,24.9,98.18,84.61
261245,13832,80,Pernambuco,PE,RuralAdjacente,5.78368999421631,SANTA CRUZ,20.90000000000001,33.76,56.39,84.93,44.39
261247,11563,100,Pernambuco,PE,RuralAdjacente,8.648274669203493,SANTA CRUZ DA BAIXA VERDE,17.53,48.62,95.86,94.9,63.84
261250,98233,489,Pernambuco,PE,Urbano,4.977960563150876,SANTA CRUZ DO CAPIBARIBE,11.76000000000001,87.48,48.43,98.02,97.35
261255,12103,92,Pernambuco,PE,RuralAdjacente,7.601421135255722,SANTA FILOMENA,24.23,9.31,64.56,86.41,40.92
261260,40570,211,Pernambuco,PE,RuralAdjacente,5.200887355188563,SANTA MARIA DA BOA VISTA,16.81999999999999,38.06,16.03,95.19,51.54
261270,14003,110,Pernambuco,PE,RuralAdjacente,7.855459544383346,SANTA MARIA DO CAMBUCA,24.77,18.83,60.18,87.79,61.09
261280,10239,76,Pernambuco,PE,RuralAdjacente,7.422599863267897,SANTA TEREZINHA,19.42,67.27,28.98,95.39,73.06
261300,49444,372,Pernambuco,PE,IntermediarioAdjacente,7.523663134050643,SAO BENTO DO UNA,21.92,48.64,47.34,87.71,67.47
261310,37120,320,Pernambuco,PE,IntermediarioAdjacente,8.620689655172413,SAO CAITANO,22.94,52.55,26.97,93.5,81.97
261320,23832,203,Pernambuco,PE,RuralAdjacente,8.517959046659952,SAO JOAO,22.61,23.97,36.75,88.17,60.08
261330,20031,204,Pernambuco,PE,IntermediarioAdjacente,10.18421446757526,SAO JOAQUIM DO MONTE,27.67,71.03,23.23,95.71,81.98
261350,34831,281,Pernambuco,PE,RuralAdjacente,8.067526054376849,SAO JOSE DO BELMONTE,19.77,37.7,34.29,94.76,64.53
261360,30989,295,Pernambuco,PE,IntermediarioAdjacente,9.519506921810965,SAO JOSE DO EGITO,16.51000000000001,60.32,28.13,97.21,75.35
261380,16666,138,Pernambuco,PE,IntermediarioAdjacente,8.28033121324853,SAO VICENTE FERRER,23.09999999999999,47.4,36.25,97.42,77.32
261390,92203,659,Pernambuco,PE,Urbano,7.147272865308071,SERRA TALHADA,15.45999999999999,76.05,20.38,95.22,78.29
261400,18194,126,Pernambuco,PE,RuralAdjacente,6.925360008794108,SERRITA,20.63,27.66,39.17,89.49,46.09
261410,32799,267,Pernambuco,PE,IntermediarioAdjacente,8.140492088173419,SERTANIA,19.59,47.98,43.33,94.93,64.27
261430,10532,60,Pernambuco,PE,RuralAdjacente,5.6969236612229395,MOREILANDIA,19.18000000000001,14.83,45.51,88.61,61.74
261440,5209,43,Pernambuco,PE,RuralAdjacente,8.254943367248993,SOLIDAO,20.52,31.57,64.64,92.93,47.44
261450,64098,513,Pernambuco,PE,Urbano,8.003369839932603,SURUBIM,17.92,47.98,18.96,97.57,88.93
261460,27674,238,Pernambuco,PE,IntermediarioAdjacente,8.6001300860013,TABIRA,16.63,69.57,19.09,97.87,82.11
261470,13735,105,Pernambuco,PE,RuralAdjacente,7.6447033127047685,TACAIMBO,26.67,44.06,42.01,87.3,64.74
261480,23900,144,Pernambuco,PE,RuralAdjacente,6.025104602510461,TACARATU,19.14,26.87,39.6,94.48,48.43
261500,24731,203,Pernambuco,PE,IntermediarioAdjacente,8.208321539767903,TAQUARITINGA DO NORTE,16.31,52.45,75.04,96.73,89.21
261510,6513,61,Pernambuco,PE,RuralAdjacente,9.365883617380623,TEREZINHA,27.98,43.15,57.78,85.97,50.53
261520,8916,42,Pernambuco,PE,RuralAdjacente,4.710632570659489,TERRA NOVA,15.48999999999999,62.52,19.23,95.67,71.29
261530,46136,459,Pernambuco,PE,Urbano,9.948846887463151,TIMBAUBA,17.09999999999999,58.7,15.34,95.7,89.8
261540,41133,228,Pernambuco,PE,Urbano,5.542994675807746,TORITAMA,15.14,76.88,44.16,98.68,97.88
261550,13865,115,Pernambuco,PE,Urbano,8.294266137756942,TRACUNHAEM,19.40000000000001,26.32,20.28,98.82,91.7
261560,30317,235,Pernambuco,PE,Urbano,7.751426592340931,TRINDADE,18.23999999999999,37.48,27.98,91.17,71.19
261570,14697,138,Pernambuco,PE,RuralAdjacente,9.389671361502348,TRIUNFO,12.79000000000001,19.96,55.34,97.46,63.42
261580,26931,131,Pernambuco,PE,RuralAdjacente,4.864282796776949,TUPANATINGA,25.94,33.61,43.99,90.74,47.68
261590,8003,89,Pernambuco,PE,RuralAdjacente,11.120829688866674,TUPARETAMA,17.25,60.92,19.51,99.19,83.51
261600,17245,149,Pernambuco,PE,RuralAdjacente,8.640185561032183,VENTUROSA,19.91,54.84,50.34,95.69,69.31
261610,9165,75,Pernambuco,PE,RuralAdjacente,8.183306055646481,VERDEJANTE,18.92,36.17,26.37,93.31,64.47
261618,7551,71,Pernambuco,PE,RuralAdjacente,9.402728115481393,VERTENTE DO LERIO,27.55,11.15,83.35,88.55,57.82
261620,21948,136,Pernambuco,PE,RuralAdjacente,6.1964643703298705,VERTENTES,19.42,52.06,52.77,85.32,84.45
261630,26357,229,Pernambuco,PE,IntermediarioAdjacente,8.688393975035096,VICENCIA,20.06,39.76,20.51,98.27,77.5
261640,134036,1151,Pernambuco,PE,Urbano,8.587245217702707,VITORIA DE SANTO ANTAO,15.34999999999999,67.21,21.59,98.95,87.98
270010,19000,142,Alagoas,AL,RuralAdjacente,7.473684210526316,AGUA BRANCA,22.89,29.35,26.81,92.84,48.6
270030,234675,1622,Alagoas,AL,Urbano,6.911686374773623,ARAPIRACA,15.26000000000001,18.68,16.16,98.58,96.77
270070,16445,121,Alagoas,AL,IntermediarioAdjacente,7.357859531772575,BATALHA,23.3,39.08,25.59,89.87,88.05
270090,5935,31,Alagoas,AL,RuralAdjacente,5.223251895534962,BELO MONTE,27.05,1.41,52.98,95.66,60.41
270120,10479,78,Alagoas,AL,RuralAdjacente,7.443458345261953,CACIMBINHAS,29.97,0.22,70.68,66.46,62.41
270150,8138,71,Alagoas,AL,RuralAdjacente,8.724502334725976,CAMPO GRANDE,32.58,10.81,9.08,94.99,55.52
270160,15554,141,Alagoas,AL,RuralAdjacente,9.065192233509066,CANAPI,29.90000000000001,4.14,67.05,73.57,49.71
270180,8994,69,Alagoas,AL,RuralAdjacente,7.671781187458306,CARNEIROS,22.27,3.61,32.9,81.44,61.93
270200,10808,87,Alagoas,AL,RuralAdjacente,8.049592894152479,COITE DO NOIA,28.34,0.28,74.79,87.89,46.02
270235,25392,144,Alagoas,AL,RuralAdjacente,5.671077504725898,CRAIBAS,28.91,7.06,27.16,89.7,66.05
270240,51305,396,Alagoas,AL,Urbano,7.7185459506870675,DELMIRO GOUVEIA,17.48,65.23,5.28,97.59,94.08
270250,9795,77,Alagoas,AL,RuralAdjacente,7.861153649821336,DOIS RIACHOS,27.27,0.09,55.62,60.06,59.45
270255,15425,152,Alagoas,AL,RuralAdjacente,9.854132901134523,ESTRELA DE ALAGOAS,34.2,0.76,60.9,95.69,37.92
270290,36091,225,Alagoas,AL,RuralAdjacente,6.234241223573744,GIRAU DO PONCIANO,30.23999999999999,5.37,50.63,76.53,59.86
270310,23989,226,Alagoas,AL,RuralAdjacente,9.420984617949893,IGACI,28.98999999999999,7.78,55.67,75.97,52.99
270330,15165,140,Alagoas,AL,RuralAdjacente,9.23178371249588,INHAPI,28.69,1.34,56.27,76.09,53.75
270340,5083,42,Alagoas,AL,RuralAdjacente,8.262836907338187,JACARE DOS HOMENS,23.77,0.98,12.81,96.63,88.73
270370,4982,42,Alagoas,AL,RuralAdjacente,8.430349257326375,JARAMATAIA,31.23999999999999,32.16,53.98,95.49,83.13
270410,18453,122,Alagoas,AL,RuralAdjacente,6.611391101717878,LAGOA DA CANOA,27.56,4.38,37.44,84.58,80.89
270440,17696,128,Alagoas,AL,RuralAdjacente,7.2332730560578655,MAJOR ISIDORO,27.55,1.75,52.67,75.51,63.15
270460,9526,84,Alagoas,AL,RuralAdjacente,8.817971866470712,MARAVILHA,27.87,0.09,45.8,81.4,70.67
270500,21838,141,Alagoas,AL,RuralAdjacente,6.45663522300577,MATA GRANDE,31.08,9.01,53.46,75.27,37.69
270530,4843,39,Alagoas,AL,RuralAdjacente,8.052859797646088,MINADOR DO NEGRAO,32.52,0.25,56.94,93.46,53.92
270540,7178,45,Alagoas,AL,RuralAdjacente,6.2691557536918365,MONTEIROPOLIS,26.45999999999999,0.41,19.67,89.91,76.3
270570,20683,154,Alagoas,AL,IntermediarioAdjacente,7.445728375960933,OLHO D'AGUA DAS FLORES,20.05,2.64,13.64,94.93,75.84
270580,8345,52,Alagoas,AL,RuralAdjacente,6.231276213301379,OLHO D'AGUA DO CASADO,24.76000000000001,24.92,26.65,94.5,61.42
270590,4327,41,Alagoas,AL,RuralAdjacente,9.47538710422926,OLHO D'AGUA GRANDE,32.12,0.22,31.45,86.86,65.8
270600,10805,90,Alagoas,AL,RuralAdjacente,8.32947709393799,OLIVENCA,27.31999999999999,0.98,48.39,90.99,51.47
270610,11435,78,Alagoas,AL,RuralAdjacente,6.821163095758636,OURO BRANCO,23.45,0.3,77.1,89.14,67.1
270620,4323,29,Alagoas,AL,RuralAdjacente,6.708304418228082,PALESTINA,21.92,1.97,16.43,90.23,90.99
270630,71555,636,Alagoas,AL,Urbano,8.888267766054085,PALMEIRA DOS INDIOS,18.83,14.78,16.62,94.59,72.85
270640,23816,154,Alagoas,AL,RuralAdjacente,6.466241182398387,PAO DE ACUCAR,24.12,7.98,18.38,89.94,72.06
270642,10572,84,Alagoas,AL,RuralAdjacente,7.945516458569807,PARICONHA,22.23999999999999,5.76,27.62,94.45,90.96
270710,22598,151,Alagoas,AL,IntermediarioAdjacente,6.682007257279405,PIRANHAS,20.76000000000001,46.44,18.92,91.77,81.34
270720,12512,88,Alagoas,AL,RuralAdjacente,7.033248081841432,POCO DAS TRINCHEIRAS,26.73,2.67,70.02,78.37,52.73
270750,20076,149,Alagoas,AL,RuralAdjacente,7.421797170751145,PORTO REAL DO COLEGIO,27.31,21.18,9.11,97.42,69.16
270760,11075,81,Alagoas,AL,RuralAdjacente,7.313769751693003,QUEBRANGULO,25.11,31.03,26.5,95.68,72.47
270800,46194,324,Alagoas,AL,Urbano,7.0138979088193265,SANTANA DO IPANEMA,20.97,16.0,25.48,90.95,70.95
270820,6549,54,Alagoas,AL,RuralAdjacente,8.245533669262484,SAO BRAS,25.34,9.77,4.09,98.73,97.51
270840,30594,193,Alagoas,AL,RuralAdjacente,6.308426488854024,SAO JOSE DA TAPERA,26.98999999999999,7.09,31.54,83.21,58.59
270895,12299,71,Alagoas,AL,RuralAdjacente,5.772827059110497,SENADOR RUI PALMEIRA,25.58,15.13,72.15,68.0,44.55
270920,23560,158,Alagoas,AL,RuralAdjacente,6.706281833616299,TRAIPU,32.69,4.58,68.98,71.34,43.31
280010,2166,21,Sergipe,SE,RuralAdjacente,9.69529085872576,AMPARO DE SAO FRANCISCO,18.73,25.17,9.02,99.46,98.52
280020,20126,170,Sergipe,SE,IntermediarioAdjacente,8.44678525290669,AQUIDABA,22.31,40.19,17.82,96.0,90.51
280110,3789,32,Sergipe,SE,RuralAdjacente,8.44550013196094,CANHOBA,23.97,6.15,13.56,96.45,85.25
280120,26816,169,Sergipe,SE,IntermediarioAdjacente,6.302207637231503,CANINDE DE SAO FRANCISCO,22.37,46.27,17.6,98.21,78.82
280140,19932,145,Sergipe,SE,RuralAdjacente,7.274734095926148,CARIRA,25.17,6.78,21.67,93.95,82.09
280160,5391,57,Sergipe,SE,IntermediarioAdjacente,10.573177518085698,CEDRO DE SAO JOAO,15.65000000000001,39.52,2.74,99.33,98.6
280190,3824,23,Sergipe,SE,RuralAdjacente,6.014644351464435,CUMBE,21.91,18.42,9.94,99.12,88.3
280220,5971,45,Sergipe,SE,RuralAdjacente,7.536426059286552,FEIRA NOVA,23.29000000000001,36.23,7.17,99.01,86.6
280230,14524,107,Sergipe,SE,RuralAdjacente,7.367116496832828,FREI PAULO,20.31,42.12,12.81,98.07,94.43
280240,11089,72,Sergipe,SE,RuralAdjacente,6.492920912616106,GARARU,27.67,14.69,26.01,92.43,59.2
280260,5830,53,Sergipe,SE,RuralAdjacente,9.09090909090909,GRACHO CARDOSO,23.14,27.57,6.43,99.39,69.88
280310,4743,30,Sergipe,SE,RuralAdjacente,6.325110689437065,ITABI,25.29000000000001,29.14,4.1,98.41,84.64
280350,101558,767,Sergipe,SE,Urbano,7.552334626518837,LAGARTO,18.44,23.4,21.39,97.27,90.77
