codigo,populacao_residente,Óbitos_p/Residênc,Estado,UF,Tipo,taxa_bruta_mortalidade,taxa_analfabetismo,rede_de_esgoto,tx_n_distribuicao_agua,tx_banheiro,tx_coleta_lixo,Municipio,tx_rede_agua
250450,6447,60,Paraíba,PB,RuralAdjacente,9.306654257794323,22.17,46.9,20.44,96.31,75.03,Condado,78.29
250470,4932,40,Paraíba,PB,RuralAdjacente,8.110300081103,22.37,63.24,11.45,98.61,73.35,Congo,79.35
250480,14670,127,Paraíba,PB,IntermediarioAdjacente,8.657123381049763,25.76000000000001,65.28,7.55,97.68,87.59,Coremas,89.3
250485,1822,25,Paraíba,PB,RuralAdjacente,13.721185510428102,17.04000000000001,37.87,9.54,98.5,50.68,Coxixola,85.83
250500,7577,51,Paraíba,PB,RuralAdjacente,6.730896133034182,19.42,35.14,33.73,97.87,67.64,Cubati,64.71
250510,19710,185,Paraíba,PB,Urbano,9.386098427194318,22.87,10.17,91.26,90.4,73.54,Cuité,1.0
250520,6730,69,Paraíba,PB,IntermediarioAdjacente,10.252600297176821,24.3,12.56,7.96,99.64,95.04,Cuitegi,91.31
250523,6249,47,Paraíba,PB,RuralAdjacente,7.521203392542807,30.59999999999999,0.38,46.81,78.92,60.7,Cuité de Mamanguape,48.67
250530,2290,15,Paraíba,PB,RuralAdjacente,6.550218340611353,22.81999999999999,21.65,25.44,94.59,62.38,Curral Velho,63.06
250535,4980,45,Paraíba,PB,RuralAdjacente,9.036144578313253,32.73,9.56,90.49,80.98,69.52,Damião,1.68
250540,8066,68,Paraíba,PB,RuralAdjacente,8.430448797421274,20.03,42.36,35.54,96.06,68.54,Desterro,60.1
250550,3639,19,Paraíba,PB,RuralAdjacente,5.221214619400934,20.91,30.16,40.94,90.39,84.71,Vista Serrana,58.48
250560,6294,48,Paraíba,PB,RuralAdjacente,7.626310772163966,24.90000000000001,33.86,24.51,90.51,63.71,Diamante,69.67
250570,10379,86,Paraíba,PB,RuralAdjacente,8.285962038732055,28.13,11.81,91.04,73.02,69.28,Dona Inês,0.47
250580,3326,54,Paraíba,PB,RuralAdjacente,16.235718580877933,20.62,28.99,19.64,92.2,83.79,Duas Estradas,78.73
250590,3011,18,Paraíba,PB,RuralAdjacente,5.978080371969445,26.04000000000001,68.28,23.61,96.1,76.8,Emas,76.18
250600,31225,304,Paraíba,PB,IntermediarioAdjacente,9.735788630904723,18.16,56.29,50.47,88.54,79.75,Esperança,16.68
250610,11045,113,Paraíba,PB,RuralAdjacente,10.230873698506112,25.19,13.16,53.7,92.71,52.46,Fagundes,45.11
250620,2846,37,Paraíba,PB,RuralAdjacente,13.000702740688686,18.17,66.54,33.36,98.89,76.87,Frei Martinho,65.99
250625,8172,71,Paraíba,PB,RuralAdjacente,8.688203622124327,25.15000000000001,2.15,94.65,73.92,32.16,Gado Bravo,0.4
250630,57461,491,Paraíba,PB,Urbano,8.544926123805713,14.75,62.97,5.2,99.67,94.28,Guarabira,92.74
250640,13762,92,Paraíba,PB,RuralAdjacente,6.685074843772707,29.08,1.06,35.94,91.25,71.31,Gurinhém,58.57
250650,3242,33,Paraíba,PB,RuralAdjacente,10.178901912399754,16.52,61.57,29.96,97.03,72.05,Gurjão,69.69
250660,5627,57,Paraíba,PB,RuralAdjacente,10.129731650968544,29.94,25.38,24.74,92.07,73.48,Ibiara,72.53
250670,10389,66,Paraíba,PB,RuralAdjacente,6.352873231302339,21.28,35.56,46.13,88.35,58.27,Imaculada,45.83
250680,17686,154,Paraíba,PB,IntermediarioAdjacente,8.707452222096572,25.20999999999999,6.35,27.97,95.95,79.2,Ingá,69.13
250690,23160,235,Paraíba,PB,Urbano,10.146804835924007,21.59999999999999,26.28,20.44,97.42,87.94,Itabaiana,75.43
250700,23933,210,Paraíba,PB,Urbano,8.774495466510675,16.93000000000001,58.55,22.05,97.85,82.03,Itaporanga,75.23
250720,10491,78,Paraíba,PB,RuralAdjacente,7.434944237918216,27.81,25.09,37.11,96.9,75.72,Itatuba,61.77
250740,7509,64,Paraíba,PB,RuralAdjacente,8.523105606605407,21.09999999999999,31.89,30.26,96.58,82.61,Jericó,62.19
250760,7793,72,Paraíba,PB,IntermediarioAdjacente,9.239060695495958,28.04000000000001,7.86,28.94,96.86,77.06,Juarez Távora,69.1
250770,16997,138,Paraíba,PB,RuralAdjacente,8.119079837618402,17.67,46.19,48.71,85.12,59.09,Juazeirinho,50.04
250780,6793,73,Paraíba,PB,RuralAdjacente,10.746356543500664,18.66,62.35,92.3,97.38,75.56,Junco do Seridó,6.5
250800,9231,65,Paraíba,PB,RuralAdjacente,7.041490629400932,24.70999999999999,38.97,34.26,95.92,64.18,Juru,62.03
250810,4410,33,Paraíba,PB,RuralAdjacente,7.482993197278911,26.56,31.99,41.33,93.21,62.43,Lagoa,56.59
250820,7811,81,Paraíba,PB,RuralAdjacente,10.36999103827935,25.06,11.9,52.24,90.61,75.1,Lagoa de Dentro,44.37
250830,27715,211,Paraíba,PB,Urbano,7.6132058452101745,15.42,34.03,40.62,97.08,79.04,Lagoa Seca,56.37
250840,3160,22,Paraíba,PB,RuralAdjacente,6.962025316455696,27.27,6.68,49.23,91.06,74.1,Lastro,47.79
250850,6875,78,Paraíba,PB,RuralAdjacente,11.345454545454546,17.97,37.11,44.55,94.05,56.53,Livramento,54.26
250855,4796,29,Paraíba,PB,RuralAdjacente,6.046705587989992,22.76000000000001,34.16,29.08,99.41,89.13,Logradouro,70.2
250870,3582,19,Paraíba,PB,RuralAdjacente,5.30429927414852,23.34,48.9,29.48,92.06,70.14,Mãe d'Água,66.06
250880,6045,53,Paraíba,PB,IntermediarioAdjacente,8.767576509511994,22.58,75.74,10.81,99.46,89.58,Malta,89.09
250900,10433,83,Paraíba,PB,RuralAdjacente,7.955525735646507,26.63,30.47,34.13,92.76,64.94,Manaíra,65.42
250910,21496,145,Paraíba,PB,Urbano,6.745441012281354,25.95999999999999,1.21,32.92,98.56,87.5,Mari,62.5
250915,6704,49,Paraíba,PB,IntermediarioAdjacente,7.309069212410501,19.20999999999999,34.78,6.79,99.64,89.22,Marizópolis,89.86
250920,14134,118,Paraíba,PB,Urbano,8.348662798924579,21.88,20.81,38.38,90.33,66.87,Massaranduba,59.37
250933,4569,25,Paraíba,PB,RuralAdjacente,5.471656817684395,23.45999999999999,10.35,80.38,98.45,23.92,Matinhas,18.21
250937,2539,19,Paraíba,PB,RuralAdjacente,7.483261126427728,32.45,35.11,52.3,96.85,58.23,Mato Grosso,46.85
250939,6433,55,Paraíba,PB,RuralAdjacente,8.549665785792008,20.17,41.91,40.39,92.67,76.27,Maturéia,40.69
250940,13891,81,Paraíba,PB,RuralAdjacente,5.831113670722051,25.42,3.27,60.88,85.88,68.18,Mogeiro,33.34
250950,5810,45,Paraíba,PB,RuralAdjacente,7.74526678141136,16.81,48.74,62.63,82.16,86.83,Montadas,28.7
250960,4337,41,Paraíba,PB,RuralAdjacente,9.453539312889093,22.69,59.0,36.68,97.27,62.68,Monte Horebe,62.49
250970,32273,326,Paraíba,PB,IntermediarioAdjacente,10.10132308741053,18.5,60.08,33.39,95.82,66.82,Monteiro,63.43
250980,8785,88,Paraíba,PB,RuralAdjacente,10.017074558907229,24.7,7.61,32.81,90.42,66.6,Mulungu,64.79
250990,8929,68,Paraíba,PB,RuralAdjacente,7.615634449546421,30.0,16.29,55.48,84.82,58.6,Natuba,43.8
251000,7200,65,Paraíba,PB,RuralAdjacente,9.027777777777777,25.75,23.26,47.9,93.74,52.14,Nazarezinho,51.19
251010,9722,92,Paraíba,PB,Urbano,9.463073441678667,19.90000000000001,0.87,88.48,96.53,93.65,Nova Floresta,2.54
251020,5785,53,Paraíba,PB,RuralAdjacente,9.16162489196197,24.62,8.38,34.42,97.56,65.23,Nova Olinda,64.47
251030,4257,33,Paraíba,PB,RuralAdjacente,7.751937984496124,19.79000000000001,61.66,52.2,98.45,67.62,Nova Palmeira,43.07
251040,6059,75,Paraíba,PB,RuralAdjacente,12.37828024426473,28.72,39.53,34.97,85.92,63.17,Olho d'Água,64.54
251050,3578,30,Paraíba,PB,RuralAdjacente,8.384572386808273,19.27,41.37,44.71,94.48,60.58,Olivedos,54.59
251060,2918,34,Paraíba,PB,RuralAdjacente,11.651816312542838,23.16,25.54,36.43,98.84,71.52,Ouro Velho,63.21
251065,1718,28,Paraíba,PB,RuralAdjacente,16.298020954598368,18.02,9.78,56.68,97.2,51.86,Parari,39.29
251070,2461,10,Paraíba,PB,RuralAdjacente,4.063388866314506,20.36,50.12,27.91,96.51,82.67,Passagem,71.28
251080,103149,827,Paraíba,PB,Urbano,8.017528041958721,12.81999999999999,78.23,4.06,99.48,95.03,Patos,94.95
251090,11829,112,Paraíba,PB,RuralAdjacente,9.468255981063487,23.5,33.77,35.49,95.9,60.02,Paulista,54.64
251100,3739,41,Paraíba,PB,RuralAdjacente,10.965498796469644,21.84,47.44,25.69,95.35,68.79,Pedra Branca,73.92
251110,6856,63,Paraíba,PB,RuralAdjacente,9.189031505250874,20.03,41.63,54.34,91.57,46.79,Pedra Lavrada,45.38
251130,16436,134,Paraíba,PB,IntermediarioAdjacente,8.152835239717692,19.55,40.53,29.92,96.98,71.96,Piancó,65.66
251140,18325,160,Paraíba,PB,IntermediarioAdjacente,8.731241473396999,18.3,62.15,45.96,91.31,75.95,Picuí,44.19
251160,6809,59,Paraíba,PB,RuralAdjacente,8.665002202966662,28.52,9.12,65.98,93.19,60.8,Pilões,30.85
251170,5328,26,Paraíba,PB,Urbano,4.87987987987988,26.72,20.78,32.3,97.06,67.76,Pilõezinhos,56.76
251180,9339,69,Paraíba,PB,IntermediarioAdjacente,7.388371345968519,21.26000000000001,52.78,19.85,92.55,81.22,Pirpirituba,77.07
251200,17465,130,Paraíba,PB,RuralAdjacente,7.443458345261953,18.51000000000001,41.43,32.35,95.76,69.07,Pocinhos,67.03
251203,3829,28,Paraíba,PB,RuralAdjacente,7.312614259597806,29.48,14.88,81.44,94.99,66.09,Poço Dantas,11.51
251207,4003,35,Paraíba,PB,RuralAdjacente,8.74344241818636,19.04000000000001,33.66,66.97,97.03,66.07,Poço de José de Moura,29.93
251210,32457,336,Paraíba,PB,Urbano,10.352158240133098,18.98999999999999,65.17,14.63,97.73,83.78,Pombal,85.08
251220,3913,30,Paraíba,PB,RuralAdjacente,7.666751852798364,19.84999999999999,39.85,34.73,97.69,70.59,Prata,64.08
251230,21109,152,Paraíba,PB,IntermediarioAdjacente,7.200720072007201,17.87,60.43,23.9,96.84,83.81,Princesa Isabel,73.29
251240,14271,94,Paraíba,PB,Urbano,6.586784387919557,14.75,10.68,36.11,85.38,77.28,Puxinanã,61.89
251250,47636,321,Paraíba,PB,Urbano,6.7386010580233435,15.8,46.2,25.75,92.97,85.42,Queimadas,73.75
251260,1743,19,Paraíba,PB,Urbano,10.900745840504877,17.65000000000001,47.74,49.3,98.78,60.63,Quixaba,50.35
251270,17876,187,Paraíba,PB,Urbano,10.460953233385546,21.16,64.63,30.42,95.95,85.35,Remígio,8.12
251274,2927,27,Paraíba,PB,RuralAdjacente,9.224461906388793,26.40000000000001,23.62,54.04,90.75,61.91,Riachão,14.07
251275,4690,40,Paraíba,PB,RuralAdjacente,8.528784648187633,22.93000000000001,12.52,51.6,99.19,76.39,Riachão do Bacamarte,44.4
251276,4737,27,Paraíba,PB,RuralAdjacente,5.699810006333122,29.23999999999999,0.0,32.12,97.43,51.03,Riachão do Poço,9.52
251278,1954,22,Paraíba,PB,RuralAdjacente,11.258955987717503,21.02,47.95,96.65,80.67,78.39,Riacho de Santo Antônio,0.3
251280,8491,66,Paraíba,PB,RuralAdjacente,7.772936049935225,21.34,41.77,46.05,96.93,58.37,Riacho dos Cavalos,43.08
251300,3353,23,Paraíba,PB,RuralAdjacente,6.859528780196839,24.78,24.05,71.71,84.95,55.86,Salgadinho,18.83
251310,11492,93,Paraíba,PB,RuralAdjacente,8.09258614688479,29.64,0.89,49.18,93.53,60.93,Salgado de São Félix,45.49
251315,7661,49,Paraíba,PB,RuralAdjacente,6.3960318496279855,25.62,3.66,95.42,88.18,54.39,Santa Cecília,0.0
251320,5940,49,Paraíba,PB,RuralAdjacente,8.24915824915825,24.01000000000001,35.8,34.53,98.73,78.03,Santa Cruz,62.98
251330,5864,66,Paraíba,PB,RuralAdjacente,11.255115961800819,21.84,44.03,38.07,98.7,74.25,Santa Helena,61.16
251335,3226,16,Paraíba,PB,RuralAdjacente,4.9597024178549285,26.98,13.25,52.51,80.98,49.48,Santa Inês,46.74
251340,14957,129,Paraíba,PB,Urbano,8.62472420940028,14.91,85.55,12.76,98.71,90.0,Santa Luzia,83.53
251350,5006,29,Paraíba,PB,RuralAdjacente,5.793048341989612,27.14,28.65,49.63,86.2,49.2,Santana de Mangueira,49.81
251360,6568,74,Paraíba,PB,RuralAdjacente,11.266747868453105,29.77,14.34,19.47,96.09,62.02,Santana dos Garrotes,59.76
251365,2537,17,Paraíba,PB,RuralAdjacente,6.700827749310209,19.06,13.94,49.83,99.54,93.83,Joca Claudino,49.14
251380,4402,42,Paraíba,PB,RuralAdjacente,9.541117673784642,22.04000000000001,54.1,38.96,98.38,62.11,Santa Teresinha,59.76
251385,2622,33,Paraíba,PB,RuralAdjacente,12.585812356979405,19.33,0.1,67.7,93.78,47.14,Santo André,26.08
251390,32228,258,Paraíba,PB,Urbano,8.005461089735634,23.15000000000001,72.94,13.3,98.83,89.91,São Bento,82.49
251392,4326,32,Paraíba,PB,RuralAdjacente,7.397133610725843,23.72,53.86,16.57,96.51,73.91,São Bentinho,73.04
251394,2585,30,Paraíba,PB,RuralAdjacente,11.60541586073501,16.27,42.07,31.85,99.67,57.39,São Domingos do Cariri,62.5
251396,2594,28,Paraíba,PB,RuralAdjacente,10.794140323824209,33.77,22.91,39.85,96.53,46.04,São Domingos,50.6
251398,3135,44,Paraíba,PB,RuralAdjacente,14.035087719298247,26.11,21.96,56.34,98.48,91.16,São Francisco,39.73
251400,4225,35,Paraíba,PB,RuralAdjacente,8.284023668639053,17.17,48.75,33.42,99.21,69.79,São João do Cariri,62.65
251410,4261,35,Paraíba,PB,RuralAdjacente,8.214034264257217,27.70999999999999,28.92,84.42,73.07,47.85,São João do Tigre,2.94
251420,7119,78,Paraíba,PB,RuralAdjacente,10.956595027391488,30.63,17.28,48.79,87.82,62.08,São José da Lagoa Tapada,48.52
251430,5030,37,Paraíba,PB,RuralAdjacente,7.355864811133201,26.12,9.61,31.76,93.73,60.54,São José de Caiana,67.4
251440,4081,45,Paraíba,PB,RuralAdjacente,11.026709139916687,20.95,38.84,30.28,97.99,44.27,São José de Espinharas,48.07
251445,5886,31,Paraíba,PB,RuralAdjacente,5.2667346245327895,30.72,0.1,52.81,82.67,55.67,São José dos Ramos,42.28
251450,19052,173,Paraíba,PB,RuralAdjacente,9.08041150535377,21.25,58.84,26.78,96.35,78.54,São José de Piranhas,70.39
251455,3416,19,Paraíba,PB,RuralAdjacente,5.562060889929742,23.22,2.3,79.71,87.98,24.47,São José de Princesa,19.1
251460,3241,21,Paraíba,PB,RuralAdjacente,6.479481641468682,20.48999999999999,48.45,35.73,95.36,61.09,São José do Bonfim,59.82
251465,1699,10,Paraíba,PB,RuralAdjacente,5.885815185403178,21.5,55.17,23.25,99.45,81.73,São José do Brejo do Cruz,74.72
251470,4138,28,Paraíba,PB,RuralAdjacente,6.7665538907684875,17.64,65.01,33.99,95.68,72.8,São José do Sabugi,65.01
251480,3408,37,Paraíba,PB,RuralAdjacente,10.85680751173709,17.84999999999999,46.43,39.52,96.12,53.26,São José dos Cordeiros,60.09
251490,7466,84,Paraíba,PB,IntermediarioAdjacente,11.251004553978033,17.59,78.34,17.58,98.77,83.09,São Mamede,81.37
251510,11037,81,Paraíba,PB,RuralAdjacente,7.338950801848329,18.56999999999999,40.91,50.5,82.7,52.95,São Sebastião de Lagoa de Roça,48.67
251520,3279,29,Paraíba,PB,RuralAdjacente,8.844159804818542,21.54000000000001,48.57,35.08,92.86,70.56,São Sebastião do Umbuzeiro,50.63
251540,10286,74,Paraíba,PB,RuralAdjacente,7.194244604316547,17.66,0.18,59.77,88.63,49.13,São Vicente do Seridó,39.0
251550,13611,140,Paraíba,PB,RuralAdjacente,10.285798251414297,15.39,24.77,27.8,97.37,72.73,Serra Branca,69.33
251560,3093,34,Paraíba,PB,RuralAdjacente,10.992563853863563,25.34,8.3,18.5,95.4,83.8,Serra da Raiz,80.2
251570,2938,21,Paraíba,PB,RuralAdjacente,7.147719537100068,18.68000000000001,38.91,14.44,96.18,78.49,Serra Grande,78.68
251580,6825,83,Paraíba,PB,RuralAdjacente,12.161172161172162,21.65000000000001,26.95,37.45,95.88,67.94,Serra Redonda,56.75
251590,4880,56,Paraíba,PB,RuralAdjacente,11.475409836065573,27.98999999999999,3.3,30.07,91.69,72.49,Serraria,68.89
251593,5043,42,Paraíba,PB,RuralAdjacente,8.328375966686496,17.66,42.6,17.07,98.83,84.73,Sertãozinho,81.12
251597,8234,62,Paraíba,PB,RuralAdjacente,7.529754675734758,24.94,1.27,28.49,97.57,21.18,Sobrado,58.15
251600,26765,288,Paraíba,PB,Urbano,10.760321315150383,23.25,5.24,38.74,92.22,82.49,Solânea,56.21
251610,13962,131,Paraíba,PB,RuralAdjacente,9.382609941269159,13.70999999999999,63.68,24.94,96.23,75.98,Soledade,74.44
251615,3342,20,Paraíba,PB,RuralAdjacente,5.9844404548174746,24.06,42.33,99.66,98.97,63.36,Sossêgo,0.0
251620,67228,630,Paraíba,PB,Urbano,9.37109537692628,16.67,73.28,8.92,98.16,86.95,Sousa,86.64
251630,17156,189,Paraíba,PB,IntermediarioAdjacente,11.016553975285614,17.18000000000001,54.05,21.29,98.48,79.87,Sumé,76.21
251640,8007,65,Paraíba,PB,RuralAdjacente,8.117896840264768,28.14,17.05,54.0,79.4,80.76,Tacima,18.22
251650,14062,127,Paraíba,PB,RuralAdjacente,9.031432228701465,19.20999999999999,60.51,32.05,94.35,68.65,Taperoá,67.1
251660,14100,110,Paraíba,PB,RuralAdjacente,7.801418439716312,24.06,32.38,28.11,97.79,69.45,Tavares,66.56
251670,14628,111,Paraíba,PB,RuralAdjacente,7.588187038556193,16.98,39.17,37.82,95.7,71.99,Teixeira,58.66
251675,2966,17,Paraíba,PB,RuralAdjacente,5.731625084288605,21.11,0.0,91.17,91.82,78.25,Tenório,0.0
251680,9888,73,Paraíba,PB,RuralAdjacente,7.382686084142395,19.20999999999999,28.78,53.06,97.01,61.89,Triunfo,43.51
251690,14919,152,Paraíba,PB,IntermediarioAdjacente,10.188350425631745,21.40000000000001,62.46,27.04,98.88,86.85,Uiraúna,68.72
251700,9120,70,Paraíba,PB,RuralAdjacente,7.675438596491228,28.81,25.92,73.58,87.22,56.67,Umbuzeiro,25.25
251710,2667,24,Paraíba,PB,RuralAdjacente,8.998875140607424,10.59999999999999,73.26,22.7,98.18,79.41,Várzea,77.09
251720,4858,31,Paraíba,PB,RuralAdjacente,6.381226842321944,32.90000000000001,0.49,50.92,95.38,67.88,Vieirópolis,28.55
251740,2226,6,Paraíba,PB,RuralAdjacente,2.6954177897574128,19.40000000000001,51.86,22.51,96.41,72.81,Zabelê,67.9
260010,40233,294,Pernambuco,PE,Urbano,7.30743419580941,15.11,67.66,15.78,97.97,82.39,Afogados da Ingazeira,81.54
260020,18666,150,Pernambuco,PE,RuralAdjacente,8.036001285760207,18.12,20.3,51.13,95.53,42.42,Afrânio,43.63
260030,23774,241,Pernambuco,PE,IntermediarioAdjacente,10.137124589888113,23.26000000000001,70.66,12.97,97.56,89.94,Agrestina,85.51
260050,41525,363,Pernambuco,PE,IntermediarioAdjacente,8.741721854304636,29.78,44.52,50.55,85.62,62.44,Águas Belas,33.51
260060,13538,125,Pernambuco,PE,RuralAdjacente,9.23326931599941,21.0,49.67,53.54,80.75,81.09,Alagoinha,41.68
260070,35733,329,Pernambuco,PE,IntermediarioAdjacente,9.207175440069404,21.72,49.03,16.47,97.78,85.58,Aliança,80.51
260080,20669,208,Pernambuco,PE,IntermediarioAdjacente,10.063379940974407,25.47,58.54,24.34,93.26,70.83,Altinho,71.57
260100,10241,101,Pernambuco,PE,RuralAdjacente,9.862318132994826,23.18000000000001,54.95,26.38,98.56,69.82,Angelim,69.48
260110,85068,565,Pernambuco,PE,IntermediarioAdjacente,6.6417454271876615,18.76000000000001,41.97,47.48,86.24,63.49,Araripina,49.95
260120,77722,637,Pernambuco,PE,Urbano,8.195877615089678,12.33,83.19,11.53,98.26,94.37,Arcoverde,85.7
260160,18297,146,Pernambuco,PE,IntermediarioAdjacente,7.979450183090123,17.06999999999999,46.82,26.38,82.51,60.15,Belém do São Francisco,72.75
260170,79499,697,Pernambuco,PE,Urbano,8.767405879319236,17.93000000000001,70.82,10.46,97.42,90.13,Belo Jardim,88.46
260180,11229,95,Pernambuco,PE,RuralAdjacente,8.460236886632826,25.81999999999999,28.88,46.56,86.83,36.33,Betânia,45.18
260190,61678,628,Pernambuco,PE,Urbano,10.18191251337592,20.39,69.82,18.87,95.21,89.11,Bezerros,77.28
260200,34470,207,Pernambuco,PE,RuralAdjacente,6.005221932114883,23.02,28.23,54.75,76.3,46.59,Bodocó,40.66
260210,44277,380,Pernambuco,PE,Urbano,8.582333943130745,25.55,55.95,35.78,91.85,71.04,Bom Conselho,60.32
260220,37621,313,Pernambuco,PE,RuralAdjacente,8.319821376358949,22.59,16.94,40.72,97.07,58.97,Bom Jardim,48.52
260240,9077,83,Pernambuco,PE,RuralAdjacente,9.143990305166906,24.01000000000001,26.47,25.68,97.9,60.77,Brejão,61.56
260250,7718,81,Pernambuco,PE,RuralAdjacente,10.494946877429387,19.44,46.36,38.72,92.64,73.46,Brejinho,51.7
260260,48636,357,Pernambuco,PE,Urbano,7.3402417962003454,22.8,61.98,59.51,94.41,83.59,Brejo da Madre de Deus,35.78
260270,12805,100,Pernambuco,PE,RuralAdjacente,7.809449433814915,22.94,14.01,21.7,96.07,80.7,Buenos Aires,74.53
260280,52090,355,Pernambuco,PE,RuralAdjacente,6.815127663659052,28.78,28.45,61.27,83.44,46.02,Buíque,34.63
260300,30284,211,Pernambuco,PE,IntermediarioAdjacente,6.967375511821424,16.97,64.86,8.84,96.2,69.76,Cabrobó,89.5
260310,19894,215,Pernambuco,PE,Urbano,10.807278576455213,19.3,77.94,18.2,96.64,85.6,Cachoeirinha,79.76
260320,28822,177,Pernambuco,PE,RuralAdjacente,6.141142183054611,25.98999999999999,28.94,75.82,80.69,37.56,Caetés,21.74
260330,11092,56,Pernambuco,PE,RuralAdjacente,5.048683736025965,23.95,37.4,68.18,92.3,56.63,Calçado,30.15
260340,5227,61,Pernambuco,PE,RuralAdjacente,11.670174096039792,22.48,36.32,31.87,97.21,46.74,Calumbi,66.96
260350,17413,126,Pernambuco,PE,Urbano,7.235973123528398,22.83,75.72,19.9,99.49,94.18,Camocim de São Félix,74.89
260360,7748,68,Pernambuco,PE,Urbano,8.776458440887971,20.33,6.5,23.44,95.73,83.25,Camutanga,73.97
260370,24320,193,Pernambuco,PE,RuralAdjacente,7.935855263157895,24.59,53.87,27.56,97.14,72.44,Canhotinho,69.01
260380,18336,152,Pernambuco,PE,RuralAdjacente,8.289703315881328,24.53,35.67,62.13,89.5,45.27,Capoeiras,34.57
260390,18637,146,Pernambuco,PE,RuralAdjacente,7.833878843161453,20.22,46.0,30.57,95.62,57.3,Carnaíba,64.2
260392,12232,89,Pernambuco,PE,RuralAdjacente,7.275997383911053,18.56,15.25,70.41,65.81,18.59,Carnaubeira da Penha,20.56
260400,79270,634,Pernambuco,PE,Urbano,7.997981581935157,12.28,2.01,16.23,99.09,88.77,Carpina,76.12
260410,377990,2848,Pernambuco,PE,Urbano,7.534590862192122,10.81,79.99,9.99,98.42,95.57,Caruaru,87.27
260415,12957,106,Pernambuco,PE,RuralAdjacente,8.18090607393687,24.7,10.95,71.78,91.5,43.28,Casinhas,24.77
260430,10514,89,Pernambuco,PE,RuralAdjacente,8.464903937607,16.91,58.21,21.54,98.77,84.57,Cedro,73.93
260450,20541,175,Pernambuco,PE,IntermediarioAdjacente,8.519546273307045,22.95,50.43,42.16,97.3,85.89,Chã Grande,56.35
260470,17122,104,Pernambuco,PE,RuralAdjacente,6.074056769069034,23.70999999999999,46.62,29.79,97.79,68.11,Correntes,66.16
260490,15913,131,Pernambuco,PE,RuralAdjacente,8.232262929680136,24.40000000000001,21.36,58.27,86.36,65.73,Cumaru,33.39
260500,23507,217,Pernambuco,PE,Urbano,9.231292806398095,19.44,87.28,4.92,99.55,95.64,Cupira,93.78
260510,37683,280,Pernambuco,PE,IntermediarioAdjacente,7.4304062840007425,20.89,56.76,38.98,96.78,65.7,Custódia,53.6
260515,17179,122,Pernambuco,PE,RuralAdjacente,7.101693928633797,19.68000000000001,20.8,59.88,94.68,47.21,Dormentes,30.64
260530,31827,223,Pernambuco,PE,RuralAdjacente,7.006629591227574,20.92,14.58,56.17,88.0,52.04,Exu,42.06
260540,21422,181,Pernambuco,PE,Urbano,8.44925777238353,21.75,28.62,24.46,97.62,81.98,Feira Nova,71.08
260550,15021,115,Pernambuco,PE,IntermediarioAdjacente,7.6559483389920775,20.15000000000001,47.13,20.11,96.35,89.93,Ferreiros,76.56
260560,20340,225,Pernambuco,PE,RuralAdjacente,11.061946902654867,24.91,33.6,45.53,93.86,48.63,Flores,49.83
260570,30130,188,Pernambuco,PE,IntermediarioAdjacente,6.2396282774643215,13.3,58.37,25.51,89.9,74.39,Floresta,73.78
260580,13621,135,Pernambuco,PE,RuralAdjacente,9.91116658101461,24.23,15.22,70.83,88.22,69.41,Frei Miguelinho,27.4
260600,142470,1114,Pernambuco,PE,Urbano,7.819190004913315,12.16,55.11,11.96,98.7,91.55,Garanhuns,85.87
260610,29339,191,Pernambuco,PE,IntermediarioAdjacente,6.510106002249565,22.09999999999999,47.48,40.97,96.86,65.59,Glória do Goitá,53.06
260630,6966,51,Pernambuco,PE,RuralAdjacente,7.321274763135229,20.08,38.81,44.57,95.53,55.56,Granito,53.17
260640,86485,775,Pernambuco,PE,Urbano,8.961091518760478,16.73,58.2,15.43,97.91,87.41,Gravatá,83.61
260650,17157,146,Pernambuco,PE,RuralAdjacente,8.509646208544616,29.73999999999999,35.64,39.83,86.59,58.55,Iati,22.22
260660,26579,201,Pernambuco,PE,IntermediarioAdjacente,7.562361262650965,24.40000000000001,47.61,30.11,93.58,70.84,Ibimirim,57.32
260670,7138,79,Pernambuco,PE,RuralAdjacente,11.067525917623984,25.56,43.7,42.48,82.17,64.45,Ibirajuba,56.99
260690,11078,98,Pernambuco,PE,RuralAdjacente,8.84636215923452,21.28,44.72,45.17,94.89,55.65,Iguaracy,51.53
260700,25596,101,Pernambuco,PE,RuralAdjacente,3.9459290514142835,24.13,23.73,41.61,87.51,40.82,Inajá,46.7
260710,4763,29,Pernambuco,PE,RuralAdjacente,6.08859962208692,20.34999999999999,41.73,45.45,96.51,62.71,Ingazeira,46.99
260730,29001,202,Pernambuco,PE,IntermediarioAdjacente,6.965277059411744,21.23999999999999,30.62,62.56,81.18,61.89,Ipubi,31.96
260740,4280,24,Pernambuco,PE,IntermediarioRemoto,5.607476635514018,12.68000000000001,69.05,20.46,92.93,80.73,Itacuruba,78.42
260750,32636,173,Pernambuco,PE,RuralAdjacente,5.300894717489888,29.66,31.92,49.11,83.04,44.03,Itaíba,49.5
260765,34931,263,Pernambuco,PE,Urbano,7.52912885402651,24.78,11.02,20.73,91.99,89.38,Itambé,74.29
260770,13787,138,Pernambuco,PE,RuralAdjacente,10.00942917240879,18.06,58.94,29.57,94.83,68.1,Itapetim,60.78
260800,15835,137,Pernambuco,PE,RuralAdjacente,8.651720871487212,25.34,41.09,76.15,84.13,64.64,Jataúba,15.52
