codigo,populacao_residente,Óbitos_p/Residênc,Estado,UF,Tipo,taxa_bruta_mortalidade,taxa_analfabetismo,rede_de_esgoto,tx_n_distribuicao_agua,tx_banheiro,tx_coleta_lixo,Municipio,tx_rede_agua
221000,21417,116,Piauí,PI,IntermediarioAdjacente,5.416258112714199,17.01000000000001,3.01,11.89,94.92,77.42,São João do Piauí,85.72
221005,4841,33,Piauí,PI,RuralAdjacente,6.816773393926875,30.13,0.0,25.4,94.01,86.46,São José do Divino,70.58
221010,3297,29,Piauí,PI,RuralRemoto,8.795875037913254,20.31,0.0,14.06,91.98,70.58,São José do Peixe,67.82
221020,6594,68,Piauí,PI,RuralAdjacente,10.312405216863816,27.43000000000001,0.13,2.36,94.97,83.03,São José do Piauí,95.45
221030,6024,68,Piauí,PI,RuralAdjacente,11.288180610889775,27.66,1.78,21.46,89.84,75.44,São Julião,76.81
221035,4409,37,Piauí,PI,RuralAdjacente,8.39192560671354,16.31,0.4,54.67,78.21,33.15,São Lourenço do Piauí,32.08
221037,2308,29,Piauí,PI,RuralAdjacente,12.564991334488735,26.45,0.36,1.08,95.43,58.41,São Luis do Piauí,98.56
221038,2269,24,Piauí,PI,RuralAdjacente,10.577346848832084,29.18000000000001,8.67,11.9,85.75,66.54,São Miguel da Baixa Grande,84.26
221039,2828,22,Piauí,PI,RuralRemoto,7.779349363507779,22.7,0.21,27.6,92.91,56.18,São Miguel do Fidalgo,70.25
221040,17550,146,Piauí,PI,RuralAdjacente,8.31908831908832,28.58,4.62,23.22,84.46,55.95,São Miguel do Tapuio,75.31
221050,13754,127,Piauí,PI,RuralAdjacente,9.233677475643448,23.34,0.41,11.64,96.73,80.52,São Pedro do Piauí,86.82
221060,38924,241,Piauí,PI,IntermediarioAdjacente,6.191552769499538,14.18000000000001,6.44,27.76,87.67,69.28,São Raimundo Nonato,69.22
221062,3202,20,Piauí,PI,RuralRemoto,6.246096189881324,18.92,0.2,45.62,74.24,39.71,Sebastião Barros,43.79
221063,4446,37,Piauí,PI,RuralRemoto,8.322087269455691,20.81999999999999,0.76,21.41,94.87,50.94,Sebastião Leal,77.69
221065,9456,82,Piauí,PI,RuralAdjacente,8.671742808798646,27.19,0.09,34.74,90.25,57.28,Sigefredo Pacheco,61.27
221070,14348,100,Piauí,PI,RuralAdjacente,6.9696124895455815,23.22,32.79,48.31,76.43,54.95,Simões,48.09
221080,13865,99,Piauí,PI,RuralAdjacente,7.14028128380815,16.47,13.08,12.21,96.86,72.47,Simplício Mendes,83.31
221090,4140,41,Piauí,PI,RuralRemoto,9.903381642512077,21.45,2.0,13.09,96.07,55.41,Socorro do Piauí,69.61
221093,6219,70,Piauí,PI,RuralAdjacente,11.255828911400545,22.3,0.87,5.01,98.09,91.66,Sussuapara,87.79
221095,2948,15,Piauí,PI,RuralAdjacente,5.08819538670285,26.25,0.1,13.43,82.39,47.16,Tamboril do Piauí,82.29
221097,2316,19,Piauí,PI,RuralAdjacente,8.203799654576857,18.93000000000001,0.11,2.3,94.94,75.17,Tanque do Piauí,91.15
221100,866129,5966,Piauí,PI,Urbano,6.888119437173908,7.120000000000005,32.33,3.45,99.0,95.99,Teresina,94.15
221110,46116,362,Piauí,PI,RuralAdjacente,7.849770144852112,22.98,27.1,38.09,81.48,50.43,União,56.85
221120,25197,175,Piauí,PI,IntermediarioRemoto,6.945271262451879,13.3,7.59,6.98,92.32,77.97,Uruçuí,87.76
221130,22272,225,Piauí,PI,Urbano,10.102370689655173,18.04000000000001,1.37,5.63,98.72,82.74,Valença do Piauí,91.68
221135,5053,39,Piauí,PI,RuralAdjacente,7.7181872155155355,26.5,0.0,62.88,55.1,28.0,Várzea Branca,21.97
221140,4416,43,Piauí,PI,RuralAdjacente,9.73731884057971,21.73,0.37,15.23,92.11,72.78,Várzea Grande,83.24
221150,3184,22,Piauí,PI,RuralAdjacente,6.909547738693468,31.69,1.39,14.5,93.28,46.52,Vera Mendes,69.53
221160,2934,27,Piauí,PI,RuralAdjacente,9.202453987730062,26.90000000000001,0.27,46.57,93.23,59.19,Vila Nova do Piauí,37.69
221170,4058,31,Piauí,PI,RuralAdjacente,7.639231148348941,28.87,7.34,9.94,94.31,46.65,Wall Ferraz,80.06
230010,10035,79,Ceará,CE,RuralAdjacente,7.872446437468859,23.16,2.83,34.99,93.48,50.93,Abaiara,52.07
230015,14025,87,Ceará,CE,IntermediarioAdjacente,6.203208556149733,15.97,30.43,12.32,95.7,90.7,Acarape,86.39
230020,65252,401,Ceará,CE,RuralAdjacente,6.145405504812112,21.25,7.61,23.65,92.06,70.25,Acaraú,67.63
230030,44938,442,Ceará,CE,RuralAdjacente,9.835773732698383,27.27,27.33,31.14,91.33,62.78,Acopiara,64.51
230040,14073,97,Ceará,CE,RuralAdjacente,6.892631279755561,28.34,15.78,35.61,81.78,59.44,Aiuaba,60.88
230050,11366,74,Ceará,CE,RuralAdjacente,6.510645785676579,19.52,21.9,50.77,77.35,81.19,Alcântaras,47.91
230060,6779,65,Ceará,CE,RuralAdjacente,9.588434872400057,22.90000000000001,16.26,5.55,97.1,91.19,Altaneira,92.35
230070,14149,116,Ceará,CE,RuralAdjacente,8.19845925507103,20.33,17.1,15.12,97.37,69.47,Alto Santo,79.93
230075,42145,303,Ceará,CE,RuralAdjacente,7.189464942460552,19.77,6.8,45.98,86.39,49.07,Amontada,48.85
230080,7241,63,Ceará,CE,RuralAdjacente,8.700455738157713,26.65000000000001,45.03,12.72,97.38,83.73,Antonina do Norte,85.81
230090,12917,115,Ceará,CE,RuralAdjacente,8.902996051714794,20.28,9.08,16.45,98.0,72.82,Apuiarés,78.67
230110,75086,510,Ceará,CE,Urbano,6.792211597368351,15.34,25.13,16.97,94.3,88.49,Aracati,78.9
230120,25549,245,Ceará,CE,RuralAdjacente,9.589416415515284,23.11,7.03,27.03,94.03,87.09,Aracoiaba,71.14
230125,11091,104,Ceará,CE,RuralAdjacente,9.376972319899018,22.70999999999999,0.45,7.78,95.33,58.41,Ararendá,88.26
230130,19780,152,Ceará,CE,RuralAdjacente,7.684529828109201,26.83,17.95,36.24,81.71,63.93,Araripe,61.09
230140,11222,115,Ceará,CE,RuralAdjacente,10.247727677775798,17.20999999999999,18.13,47.47,94.33,64.63,Aratuba,30.68
230150,7425,59,Ceará,CE,RuralAdjacente,7.9461279461279455,24.11,12.24,30.05,89.77,63.68,Arneiroz,64.79
230160,21691,178,Ceará,CE,RuralAdjacente,8.206168456963718,25.63,10.79,32.47,91.59,69.26,Assaré,64.2
230170,23701,209,Ceará,CE,RuralAdjacente,8.818193325176154,22.45,11.61,38.6,94.99,58.3,Aurora,57.68
230180,5702,54,Ceará,CE,RuralAdjacente,9.470361276745002,21.23,10.64,23.77,95.57,67.88,Baixio,74.24
230185,17193,113,Ceará,CE,RuralAdjacente,6.572442273018089,23.8,27.93,13.18,88.76,58.48,Banabuiú,85.46
230190,75020,532,Ceará,CE,Urbano,7.091442282058118,12.39,19.19,22.26,98.0,88.86,Barbalha,70.04
230195,22390,168,Ceará,CE,RuralAdjacente,7.503349709691826,20.05,15.02,33.2,98.09,80.14,Barreira,59.44
230200,19374,177,Ceará,CE,RuralAdjacente,9.135955404149891,20.7,12.73,28.45,96.27,70.17,Barro,66.82
230205,14561,109,Ceará,CE,RuralAdjacente,7.48574960510954,27.79000000000001,14.47,24.44,90.68,71.02,Barroquinha,70.18
230210,35212,241,Ceará,CE,IntermediarioAdjacente,6.844257639441099,16.39,41.15,25.97,98.05,84.08,Baturité,72.34
230220,53100,389,Ceará,CE,RuralAdjacente,7.325800376647834,19.97,7.76,66.25,90.16,75.31,Beberibe,27.79
230230,32771,206,Ceará,CE,RuralAdjacente,6.286045589087913,19.38,21.26,26.89,95.66,53.25,Bela Cruz,63.77
230240,50400,425,Ceará,CE,RuralAdjacente,8.432539682539682,24.34,40.97,16.59,92.0,62.11,Boa Viagem,71.38
230250,51074,380,Ceará,CE,Urbano,7.44018482985472,16.02,55.35,11.58,98.61,79.93,Brejo Santo,82.36
230260,62310,397,Ceará,CE,Urbano,6.3713689616433955,18.97,37.89,12.33,95.94,76.92,Camocim,85.47
230270,25130,230,Ceará,CE,IntermediarioAdjacente,9.152407481098288,22.65000000000001,24.2,21.01,91.74,78.07,Campos Sales,75.17
230280,74149,563,Ceará,CE,Urbano,7.59281986270887,19.23999999999999,22.9,28.43,89.88,68.31,Canindé,65.42
230290,17249,113,Ceará,CE,RuralAdjacente,6.551104411849963,20.39,7.51,33.83,92.93,64.63,Capistrano,53.42
230300,16370,112,Ceará,CE,RuralAdjacente,6.841783750763591,22.53,3.42,21.14,84.4,74.84,Caridade,74.9
230310,17620,149,Ceará,CE,RuralAdjacente,8.456299659477867,23.0,20.32,8.55,95.6,78.54,Cariré,90.16
230320,26310,204,Ceará,CE,RuralAdjacente,7.753705815279362,23.11,5.24,28.78,94.82,63.0,Caririaçu,66.7
230330,17011,135,Ceará,CE,RuralAdjacente,7.936041384986185,25.36,3.85,33.37,94.61,72.21,Cariús,58.74
230340,17199,146,Ceará,CE,RuralAdjacente,8.488865631722774,21.54000000000001,0.47,12.79,98.37,89.51,Carnaubal,85.48
230350,72712,558,Ceará,CE,Urbano,7.67411156342832,16.14,3.5,43.67,96.33,83.86,Cascavel,51.3
230360,10241,86,Ceará,CE,RuralAdjacente,8.397617420173813,26.26000000000001,21.99,27.36,92.99,67.19,Catarina,69.16
230365,10438,73,Ceará,CE,RuralAdjacente,6.993676949607204,22.87,6.26,25.55,89.36,64.42,Catunda,72.47
230370,355638,2224,Ceará,CE,Urbano,6.253549958103465,8.420000000000002,44.1,15.99,98.57,93.48,Caucaia,80.21
230380,22336,219,Ceará,CE,IntermediarioAdjacente,9.804799426934096,22.13,12.68,10.28,94.02,68.1,Cedro,86.06
230390,12461,103,Ceará,CE,RuralAdjacente,8.265789262498997,24.58,0.31,25.73,81.36,77.74,Chaval,74.09
230393,12112,73,Ceará,CE,RuralAdjacente,6.027080581241743,24.98,5.15,42.86,73.91,27.77,Choró,47.21
230395,20159,153,Ceará,CE,RuralAdjacente,7.589662185624287,20.42,0.31,37.83,80.23,80.08,Chorozinho,57.27
230400,20950,177,Ceará,CE,RuralAdjacente,8.448687350835323,25.98999999999999,17.66,14.05,89.06,68.33,Coreaú,81.04
230410,76369,713,Ceará,CE,Urbano,9.336249001558224,17.88,48.56,16.21,94.82,80.55,Crateús,78.5
230420,131013,1028,Ceará,CE,Urbano,7.846549579049407,11.59999999999999,41.0,7.4,98.0,91.54,Crato,89.4
230423,17472,170,Ceará,CE,RuralAdjacente,9.72985347985348,26.42,13.93,3.21,97.66,90.25,Croatá,95.97
230425,29751,205,Ceará,CE,RuralAdjacente,6.890524688245773,15.23999999999999,2.09,12.02,97.79,75.65,Cruz,83.42
230426,8931,82,Ceará,CE,RuralAdjacente,9.18150263128429,26.62,1.38,19.47,94.02,61.96,Deputado Irapuan Pinheiro,71.35
230427,6470,46,Ceará,CE,RuralAdjacente,7.109737248840804,24.09999999999999,2.0,24.15,97.6,66.46,Ereré,72.46
230430,18212,177,Ceará,CE,RuralAdjacente,9.718866681309025,24.89,13.99,20.5,94.53,79.73,Farias Brito,75.88
230435,24168,167,Ceará,CE,Urbano,6.909963588215822,18.09999999999999,63.5,6.2,97.26,85.51,Forquilha,93.25
230445,17292,117,Ceará,CE,RuralAdjacente,6.766134628730049,19.06999999999999,0.27,36.86,97.88,89.1,Fortim,58.3
230450,15655,117,Ceará,CE,RuralAdjacente,7.473650590865538,23.09,16.48,12.38,94.8,79.39,Frecheirinha,76.94
230460,6732,57,Ceará,CE,RuralAdjacente,8.467023172905526,24.72,12.63,12.95,96.99,69.81,General Sampaio,85.91
230465,13799,110,Ceará,CE,RuralAdjacente,7.971592144358287,26.45,7.16,25.89,95.34,60.95,Graça,63.87
230470,53327,321,Ceará,CE,RuralAdjacente,6.019464811446359,28.98999999999999,8.06,33.03,76.67,49.84,Granja,54.84
230480,4840,38,Ceará,CE,RuralAdjacente,7.8512396694214885,23.06,22.66,16.49,94.22,69.61,Granjeiro,80.39
230490,10908,109,Ceará,CE,RuralAdjacente,9.992665933259993,20.23999999999999,36.39,5.51,97.73,81.09,Groaíras,93.17
230495,24321,156,Ceará,CE,IntermediarioAdjacente,6.41420994202541,17.62,14.98,11.29,98.49,91.38,Guaiúba,87.06
230500,42042,345,Ceará,CE,RuralAdjacente,8.206079634651063,21.13,11.23,6.38,98.05,86.62,Guaraciaba do Norte,89.6
230510,5651,57,Ceará,CE,RuralAdjacente,10.086710316758095,21.37,15.29,50.1,97.86,92.07,Guaramiranga,35.18
230520,17850,148,Ceará,CE,RuralAdjacente,8.291316526610643,21.29000000000001,3.26,32.65,89.75,68.93,Hidrolândia,65.32
230523,74741,445,Ceará,CE,Urbano,5.9538941143415265,11.39,22.32,18.78,99.82,97.63,Horizonte,75.01
230526,11953,97,Ceará,CE,RuralAdjacente,8.115117543712875,26.28,3.68,43.7,73.27,48.92,Ibaretama,54.89
230530,23957,190,Ceará,CE,RuralAdjacente,7.9308761531076515,19.40000000000001,4.66,33.13,97.56,89.14,Ibiapina,58.56
230533,11610,104,Ceará,CE,RuralAdjacente,8.957795004306632,24.37,24.37,19.83,95.02,74.5,Ibicuitinga,77.17
230535,21431,142,Ceará,CE,RuralAdjacente,6.625915729550651,18.05,1.34,11.66,97.42,95.17,Icapuí,85.54
230540,62630,476,Ceará,CE,IntermediarioAdjacente,7.6001916014689455,25.90000000000001,32.29,23.51,95.43,63.52,Icó,73.46
230550,98039,829,Ceará,CE,Urbano,8.455818602800926,17.01000000000001,31.19,9.8,98.75,87.79,Iguatu,86.37
230560,24013,223,Ceará,CE,RuralAdjacente,9.286636405280474,23.36,30.58,31.63,91.15,47.9,Independência,59.6
230565,11572,93,Ceará,CE,RuralAdjacente,8.036640165917731,23.44,2.0,10.01,92.81,76.21,Ipaporanga,72.67
230570,12082,91,Ceará,CE,RuralAdjacente,7.531865585168019,19.25,26.92,29.37,97.15,72.94,Ipaumirim,69.3
230580,41062,309,Ceará,CE,IntermediarioAdjacente,7.525205786371828,20.91,11.75,20.36,97.38,83.05,Ipu,71.36
230590,36790,338,Ceará,CE,RuralAdjacente,9.187279151943462,24.69,14.42,7.8,94.98,59.19,Ipueiras,88.86
230600,13991,128,Ceará,CE,RuralAdjacente,9.148738474733758,21.65000000000001,29.01,11.35,97.66,82.17,Iracema,87.26
230610,23908,146,Ceará,CE,RuralAdjacente,6.106742512966371,20.09,32.14,22.61,93.52,77.78,Irauçuba,74.83
230620,7534,63,Ceará,CE,RuralAdjacente,8.362091850278736,18.39,0.5,11.65,97.27,96.91,Itaiçaba,82.07
230630,46419,338,Ceará,CE,Urbano,7.281501109459488,18.34,23.68,19.05,94.24,86.61,Itapajé,76.74
230640,131095,794,Ceará,CE,Urbano,6.056676456005187,15.0,28.05,27.92,95.39,71.35,Itapipoca,68.47
230650,17834,129,Ceará,CE,RuralAdjacente,7.233374453291466,24.72,5.27,34.39,95.18,62.47,Itapiúna,63.4
230655,42953,270,Ceará,CE,RuralAdjacente,6.285940446534584,18.26000000000001,7.38,33.95,92.31,61.8,Itarema,56.77
230660,20413,147,Ceará,CE,RuralAdjacente,7.201293293489443,24.55,10.08,36.11,72.07,53.44,Itatira,51.48
230670,17228,142,Ceará,CE,RuralAdjacente,8.242396099373114,23.29000000000001,6.25,22.69,94.58,54.38,Jaguaretama,71.8
230680,10350,106,Ceará,CE,RuralAdjacente,10.241545893719806,20.09999999999999,51.95,6.34,98.87,85.0,Jaguaribara,92.56
230690,33707,300,Ceará,CE,IntermediarioAdjacente,8.900228439196606,18.20999999999999,59.55,7.11,98.29,72.16,Jaguaribe,90.18
230700,31691,224,Ceará,CE,RuralAdjacente,7.068252816256982,22.29000000000001,13.07,13.14,96.01,92.04,Jaguaruana,81.65
230710,27402,221,Ceará,CE,RuralAdjacente,8.06510473688052,21.01000000000001,27.54,39.58,89.24,56.23,Jardim,46.88
230720,7852,61,Ceará,CE,RuralAdjacente,7.768721344880285,21.51000000000001,26.07,21.11,96.76,83.09,Jati,71.98
230725,25551,131,Ceará,CE,RuralAdjacente,5.127000900160463,14.26000000000001,15.68,13.52,98.42,83.92,Jijoca de Jericoacoara,79.26
230730,286055,2062,Ceará,CE,Urbano,7.20840397825593,10.89,37.5,4.46,99.49,97.37,Juazeiro do Norte,94.16
230740,23912,192,Ceará,CE,RuralAdjacente,8.029441284710606,24.23,21.67,16.5,94.6,76.33,Jucás,79.71
230750,30787,250,Ceará,CE,RuralAdjacente,8.12031052067431,21.34999999999999,27.38,21.44,95.44,65.2,Lavras da Mangabeira,69.63
230760,59549,466,Ceará,CE,Urbano,7.825488253371173,14.28,34.39,5.67,99.6,94.27,Limoeiro do Norte,91.42
230763,16893,123,Ceará,CE,RuralAdjacente,7.28112235837329,20.91,10.35,22.11,95.43,69.14,Madalena,60.84
230770,105067,678,Ceará,CE,Urbano,6.453025212483462,10.84,29.09,9.69,97.35,94.51,Maranguape,87.83
230780,25795,166,Ceará,CE,RuralAdjacente,6.435355689087032,17.15000000000001,10.51,11.76,97.77,83.75,Marco,80.18
230790,10840,72,Ceará,CE,IntermediarioAdjacente,6.642066420664207,21.86,4.65,22.53,90.83,68.69,Martinópole,72.63
230800,37691,247,Ceará,CE,RuralAdjacente,6.553288583481468,21.92,27.86,19.6,85.72,81.5,Massapê,76.81
230810,45553,319,Ceará,CE,RuralAdjacente,7.002831866177859,24.15000000000001,11.21,29.12,95.95,68.38,Mauriti,64.67
230820,15152,107,Ceará,CE,RuralAdjacente,7.061774023231257,16.40000000000001,7.4,37.77,94.92,83.13,Meruoca,58.0
230830,25895,211,Ceará,CE,RuralAdjacente,8.148291175902683,21.11,17.98,20.5,97.45,60.39,Milagres,60.43
230835,14117,98,Ceará,CE,RuralAdjacente,6.9419848409718785,18.67,20.39,32.55,94.53,60.06,Milhã,56.46
230837,14193,70,Ceará,CE,RuralAdjacente,4.93200873670119,21.73,3.08,26.46,87.86,71.12,Miraíma,71.31
230840,36815,285,Ceará,CE,RuralAdjacente,7.741409751460003,20.56,6.13,14.47,96.05,62.86,Missão Velha,78.45
230850,37721,353,Ceará,CE,RuralAdjacente,9.358182444792027,26.56999999999999,33.81,30.07,94.25,59.31,Mombaça,57.36
230860,17141,155,Ceará,CE,RuralAdjacente,9.042646286681057,21.37,10.13,21.98,95.02,64.8,Monsenhor Tabosa,66.83
230870,61419,509,Ceará,CE,IntermediarioAdjacente,8.28733779449356,20.83,15.36,10.51,96.79,74.18,Morada Nova,88.09
230880,8254,72,Ceará,CE,RuralAdjacente,8.723043372910103,22.52,15.13,28.93,84.76,68.01,Moraújo,69.89
230890,22752,128,Ceará,CE,RuralAdjacente,5.625879043600563,21.91,22.1,27.11,90.8,69.33,Morrinhos,67.28
230900,13664,133,Ceará,CE,RuralAdjacente,9.73360655737705,24.03,19.42,13.9,95.57,83.54,Mucambo,79.84
230910,10564,88,Ceará,CE,RuralAdjacente,8.330177962892844,15.51000000000001,26.86,41.06,96.34,87.58,Mulungu,48.35
230920,15396,124,Ceará,CE,RuralAdjacente,8.05404001039231,16.36,43.57,22.48,93.4,87.41,Nova Olinda,74.58
230930,30689,278,Ceará,CE,IntermediarioAdjacente,9.058620352569324,20.75,31.12,9.23,97.27,85.56,Nova Russas,87.84
230940,27538,258,Ceará,CE,RuralAdjacente,9.368872104001744,27.06999999999999,25.3,5.92,93.87,72.82,Novo Oriente,90.99
230945,24486,189,Ceará,CE,RuralAdjacente,7.718696397941681,24.06,5.46,11.43,96.3,80.3,Ocara,85.64
230950,19671,230,Ceará,CE,IntermediarioAdjacente,11.692338976157796,22.70999999999999,42.3,6.39,98.79,84.63,Orós,91.06
230960,70975,479,Ceará,CE,Urbano,6.748855230715041,13.88,5.19,31.19,98.18,93.47,Pacajus,61.53
230980,11184,103,Ceará,CE,RuralAdjacente,9.209585121602288,16.3,26.48,42.01,99.07,91.15,Pacoti,47.17
230990,6173,44,Ceará,CE,RuralAdjacente,7.127814676818403,20.77,34.61,15.73,95.59,83.77,Pacujá,82.26
231000,9342,89,Ceará,CE,RuralAdjacente,9.526867908370798,22.22,4.48,16.12,98.5,62.07,Palhano,82.59
231010,10240,81,Ceará,CE,RuralAdjacente,7.91015625,17.78,14.15,37.69,94.17,70.6,Palmácia,59.74
231030,31434,280,Ceará,CE,RuralAdjacente,8.90755233186995,25.89,26.03,38.64,88.86,53.87,Parambu,48.38
231040,10381,81,Ceará,CE,RuralAdjacente,7.802716501300453,21.75,11.13,27.9,90.04,60.66,Paramoti,65.4
231050,40164,375,Ceará,CE,IntermediarioAdjacente,9.336719450253959,23.51000000000001,33.36,31.35,94.64,65.63,Pedra Branca,54.46
231060,8970,83,Ceará,CE,RuralAdjacente,9.253065774804906,15.31999999999999,62.56,13.84,98.9,86.4,Penaforte,81.98
231070,37797,277,Ceará,CE,IntermediarioAdjacente,7.328623964864937,18.06,22.77,15.92,96.65,68.14,Pentecoste,80.51
231080,15270,134,Ceará,CE,RuralAdjacente,8.775376555337262,20.53,7.78,46.92,95.27,56.24,Pereiro,51.6
231090,16611,134,Ceará,CE,RuralAdjacente,8.06694359159593,19.68000000000001,7.83,16.77,93.9,63.83,Piquet Carneiro,79.69
231095,10602,66,Ceará,CE,RuralAdjacente,6.22524052065648,22.86,0.8,28.43,95.86,76.97,Pires Ferreira,59.61
231100,12062,110,Ceará,CE,RuralAdjacente,9.119548996849609,22.5,22.99,21.26,96.11,64.95,Poranga,71.9
231110,17044,119,Ceará,CE,RuralAdjacente,6.981929124618635,21.09999999999999,22.82,13.33,97.34,56.1,Porteiras,79.95
231120,8830,83,Ceará,CE,RuralAdjacente,9.399773499433747,25.95,5.84,24.67,91.16,70.03,Potengi,71.69
231123,5970,61,Ceará,CE,RuralAdjacente,10.217755443886096,22.84999999999999,1.69,49.55,90.9,80.43,Potiretama,50.12
231126,20207,158,Ceará,CE,RuralAdjacente,7.819072598604444,25.53,16.16,31.45,89.63,52.49,Quiterianópolis,61.51
231130,84153,546,Ceará,CE,Urbano,6.488182239492353,17.41,47.66,21.26,89.13,78.98,Quixadá,76.15
231135,15907,149,Ceará,CE,RuralAdjacente,9.36694536996291,29.12,28.09,15.74,93.8,46.57,Quixelô,75.89
231140,82156,607,Ceará,CE,Urbano,7.388383076099129,17.77,46.21,13.93,96.1,67.44,Quixeramobim,76.63
231150,20870,136,Ceará,CE,IntermediarioAdjacente,6.516530905606133,21.65000000000001,5.17,6.2,99.17,92.96,Quixeré,91.95
231160,27209,226,Ceará,CE,IntermediarioAdjacente,8.306075195707303,17.0,4.94,18.1,95.08,84.2,Redenção,78.23
231170,18603,169,Ceará,CE,RuralAdjacente,9.084556254367575,21.73,2.16,21.04,91.49,72.99,Reriutaba,76.85
231180,72913,538,Ceará,CE,Urbano,7.378656755311124,15.45,22.14,15.37,98.43,91.28,Russas,80.85
231190,13843,114,Ceará,CE,RuralAdjacente,8.23520913096872,27.7,8.3,26.45,86.38,59.32,Saboeiro,55.83
231195,16631,117,Ceará,CE,RuralAdjacente,7.035055017737959,28.15000000000001,3.58,61.6,55.93,43.1,Salitre,30.35
231200,30620,203,Ceará,CE,RuralAdjacente,6.629653821032005,23.47,36.5,27.37,87.25,51.16,Santana do Acaraú,67.36
231210,16948,127,Ceará,CE,RuralAdjacente,7.493509558649988,22.81,18.08,36.43,89.63,65.51,Santana do Cariri,59.17
231220,40173,328,Ceará,CE,RuralAdjacente,8.164687725586838,21.14,24.0,25.5,91.42,67.91,Santa Quitéria,70.37
231230,47627,373,Ceará,CE,RuralAdjacente,7.831692107418061,20.19,22.12,15.08,98.24,89.29,São Benedito,79.53
231240,54131,364,Ceará,CE,RuralAdjacente,6.724427777059356,12.27,26.3,47.64,95.26,90.81,São Gonçalo do Amarante,44.04
231250,5854,88,Ceará,CE,RuralAdjacente,15.032456440040997,20.34,26.91,1.18,98.78,61.58,São João do Jaguaribe,86.88
231260,10821,96,Ceará,CE,RuralAdjacente,8.87163848073191,16.8,15.89,21.35,97.31,79.22,São Luís do Curu,75.76
231270,24253,237,Ceará,CE,RuralAdjacente,9.771986970684038,21.37,42.11,16.96,96.57,69.71,Senador Pompeu,78.53
231280,7258,46,Ceará,CE,RuralAdjacente,6.337834114081014,25.04000000000001,3.87,24.81,88.38,76.59,Senador Sá,71.1
231290,202990,1382,Ceará,CE,Urbano,6.808217153554362,12.88,72.54,4.66,98.52,94.62,Sobral,93.8
231300,18172,145,Ceará,CE,RuralAdjacente,7.979308826766453,21.68000000000001,12.0,15.31,97.41,57.59,Solonópole,79.47
231310,30645,260,Ceará,CE,IntermediarioAdjacente,8.484255180290424,18.83,17.12,22.17,97.96,78.65,Tabuleiro do Norte,75.17
231320,24803,254,Ceará,CE,RuralAdjacente,10.240696689916543,25.09999999999999,15.85,19.46,89.7,63.33,Tamboril,71.56
231325,7528,69,Ceará,CE,RuralAdjacente,9.165781083953242,26.69,10.11,42.16,94.4,73.69,Tarrafas,52.65
231330,61204,480,Ceará,CE,IntermediarioAdjacente,7.842624665054571,20.61,23.56,22.95,94.86,73.03,Tauá,69.08
231335,17149,100,Ceará,CE,RuralAdjacente,5.831243804303458,23.36,8.64,19.06,95.97,67.96,Tejuçuoca,77.48
231340,81490,527,Ceará,CE,Urbano,6.467051171922936,16.75,32.1,13.97,97.24,86.37,Tianguá,82.98
231350,58402,389,Ceará,CE,RuralAdjacente,6.660730796890517,18.48999999999999,3.82,57.36,90.58,72.0,Trairi,34.66
231355,15410,134,Ceará,CE,RuralAdjacente,8.695652173913043,21.7,1.18,9.79,96.85,70.06,Tururu,88.54
231360,32755,228,Ceará,CE,RuralAdjacente,6.960769348191116,18.03,8.63,24.68,98.33,87.67,Ubajara,68.24
231370,6871,72,Ceará,CE,RuralAdjacente,10.47882404307961,23.76000000000001,24.27,30.17,96.22,73.98,Umari,62.64
231375,17461,117,Ceará,CE,RuralAdjacente,6.700647156520246,21.28,7.73,18.83,93.14,66.92,Umirim,78.85
231380,20187,150,Ceará,CE,IntermediarioAdjacente,7.43052459503641,18.01000000000001,22.22,22.33,95.16,87.78,Uruburetama,75.0
231390,13742,81,Ceará,CE,RuralAdjacente,5.894338524232281,24.89,21.74,22.04,92.22,65.03,Uruoca,72.62
231395,18099,160,Ceará,CE,IntermediarioAdjacente,8.840267418089397,19.76000000000001,10.17,7.68,97.83,94.02,Varjota,86.47
231400,38980,351,Ceará,CE,IntermediarioAdjacente,9.00461775269369,21.55,35.35,21.18,97.86,72.48,Várzea Alegre,73.86
231410,59693,383,Ceará,CE,RuralAdjacente,6.416162699143953,22.90000000000001,4.83,36.69,84.75,47.3,Viçosa do Ceará,56.94
240010,10592,89,Rio Grande do Norte,RN,IntermediarioAdjacente,8.402567975830815,13.19,81.68,11.0,99.45,91.81,Acari,85.12
240020,56466,405,Rio Grande do Norte,RN,Urbano,7.172457762193178,17.67,2.01,19.25,97.69,89.81,Açu,78.55
240030,10835,76,Rio Grande do Norte,RN,RuralAdjacente,7.014305491462851,22.63,35.6,33.58,97.98,84.09,Afonso Bezerra,53.36
240040,2944,23,Rio Grande do Norte,RN,RuralAdjacente,7.8125,20.92,0.61,35.02,97.17,88.4,Água Nova,60.95
240050,13634,124,Rio Grande do Norte,RN,RuralAdjacente,9.094909784362624,22.42,58.07,26.19,94.09,76.78,Alexandria,72.96
240060,4687,29,Rio Grande do Norte,RN,RuralAdjacente,6.187326648175805,21.54000000000001,7.52,36.94,98.74,75.09,Almino Afonso,56.26
240070,12482,82,Rio Grande do Norte,RN,RuralAdjacente,6.5694600224323025,16.13,5.06,11.62,99.81,97.96,Alto do Rodrigues,87.81
