 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2021 - Brasil
População residente por Sexo e Faixa Etária 2
Município: 320210 ECOPORANGA, 320270 ITAGUACU, 320290 ITARANA, 320330 MANTENOPOLIS
Período:2018
"Sexo";"De 0 a 4 anos";"De 5 a 9 anos";"De 10 a 14 anos";"De 15 a 19 anos";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"Masculino";2145;2042;1998;2131;2242;2304;2362;2391;2287;2194;2172;1948;1635;1249;873;653;875;31501
"Feminino";2051;1922;1926;2156;2225;2227;2379;2455;2376;2162;1990;1856;1639;1294;950;740;1087;31435
"Total";4196;3964;3924;4287;4467;4531;4741;4846;4663;4356;4162;3804;3274;2543;1823;1393;1962;62936
 Fonte:
 
 2000 a 2021 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVSA/DAENT/CGIAE

