 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2021 - Brasil
População residente por Sexo e Faixa Etária 2
Município: 280020 AQUIDABA, 280120 CANINDE DE SAO FRANCISCO, 280160 CEDRO DE SAO JOAO, 280450 NOSSA SENHORA DA GLORIA, 280460 NOSSA SENHORA DAS DORES, 280550 POCO VERDE, 280600 RIBEIROPOLIS, 280710 SIMAO DIAS
Período:2018
"Sexo";"De 0 a 4 anos";"De 5 a 9 anos";"De 10 a 14 anos";"De 15 a 19 anos";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"Masculino";7859;7836;8201;9032;9402;8616;8069;7313;6605;5942;5302;4190;3280;2679;2085;1348;1462;99221
"Feminino";7508;7570;7986;8792;9441;9144;8663;7772;6992;6246;5590;4436;3500;3008;2393;1741;2151;102933
"Total";15367;15406;16187;17824;18843;17760;16732;15085;13597;12188;10892;8626;6780;5687;4478;3089;3613;202154
 Fonte:
 
 2000 a 2021 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVSA/DAENT/CGIAE

